PTEN,count
"ATG5>COPS2,-",1
"COPS2>BCAP29,+",1
"COPS2>SP1,+",1
"DOCK4>PGRMC2,-",1
"SMIM10>ASAP2,+",1
"SELENOM>CBX3,+",1
"TAGLN2>MYL6,+",1
"FMR1>JAG1,+",1
"SELENOW>ITFG1,+",1
"ASAP2>RARRES3,+",1
"ASAP2>DCTN3,+",1
"C9orf78>BEX4,-",1
"MYL6>HYAL2,+",1
"ITFG1>PTMS,+",1
"SELENOW>SNX3,+",1
"APPL1>NDUFAF3,+",1
"PLEKHB2>PTEN,+",1
"SELENOM>PTEN,+",1
"APPL1>FRMD4B,+",1
"MAF1>GABARAPL2,+",1
"APPL1>GABARAPL2,+",1
"PPP1CB>MYADM,+",1
"ATG5>MYADM,+",1
"KDM2A>PPP3CA,+",1
"COPS2>PPP3CA,-",1
"ARGLU1>CLTC,+",1
"COPS2>MYCT1,+",1
"UBE2H>SP1,+",1
"FLT1>TSNAX,-",1
"ATG5>PTEN,+",1
"TLN1>GSDMD,+",1
"BAG5>GSDMD,+",1
"CLTC>GSDMD,+",1
"UBE2H>GSDMD,+",1
"DLG1>RNF213,-",1
"PDCD4>RNF213,+",1
"CLTC>RNF213,+",1
"DPYSL3>CBX3,+",1
"APPL1>NCKAP1,+",1
"JAG2>NCKAP1,+",1
"PNPLA8>OTUD6B-AS1,+",1
"DLG1>PDCD4,+",1
"PQLC1>OTUD6B-AS1,+",1
"MAGI1>OTUD6B-AS1,+",1
"SLK>OTUD6B-AS1,-",1
"CHORDC1>OTUD6B-AS1,+",1
"CTSL>PHF3,+",1
"TCEA2>PHF3,+",1
"SLK>SYPL1,+",1
"PPFIBP1>NPTN,+",1
"NPTN>QSOX1,+",1
"PPFIBP1>MFSD10,-",1
"JAG2>PDCD4,+",1
"ITGB1>MAF1,+",1
"ITSN2>ATG5,-",1
"ATG5>TMEM165,-",1
"COPS2>ATG5,-",1
"TMEM165>ATG5,-",1
"COPS2>ECE1,+",1
"CCT2>ECE1,+",1
"APPL1>ECE1,+",1
"ITGB1>DYNC1H1,+",1
"COPS2>APPL1,+",1
"PDCD4>DLG1,+",1
"CAVIN2>DLG1,+",1
"PPP1CB>TMEM165,+",1
"DDX50>CFAP36,+",1
"CCT2>MAF1,+",1
"PGRMC2>CFAP36,+",1
"DNAJB6>CFAP36,-",1
"DNAJB6>JAG2,+",1
"DLG1>NME4,+",1
"GPX4>NME4,+",1
"FRMD4B>PGRMC2,+",1
"PPP1CB>UBE2H,+",1
"ITGB1>UBE2H,+",1
"ATG5>MAF1,+",1
"APPL1>MAF1,+",1
"LSM5>ZNF428,-",1
"CHIC2>TMEM50B,+",1
"TMEM50B>LSM5,+",1
"CCPG1>BRD4,+",1
"CCPG1>HSP90B1,+",1
"CANX>CCPG1,+",1
"ATP1B3>CCPG1,+",1
"CCPG1>C5orf24,+",1
"KDM2A>C5orf24,+",1
"CDC37>NME4,+",1
"KMT2E>TAPBP,+",1
"CCPG1>DPYSL3,+",1
"NHP2>DPYSL3,+",1
"NHP2>SMC4,-",1
"CANX>SMC4,-",1
"PHB>SMC4,+",1
"MT-ND5>ASH1L,+",1
"MORF4L1>ASH1L,+",1
"HSP90B1>ASH1L,+",1
"ATP1B3>SNX3,+",1
"CCPG1>APP,+",1
"CTNNB1>COPRS,-",1
"USP7>COPRS,+",1
"UVRAG>CTNNB1,+",1
"RAB5IF>CTNNB1,+",1
"DYNC1H1>CTNNB1,+",1
"NCKAP1>ZFP36L1,-",1
"APP>HSP90B1,+",1
"RPL28>RPL15,+",1
"MORF4L1>KDM2A,+",1
"CCPG1>MORF4L1,+",1
"MORF4L1>NHP2,+",1
"COX6C>NHP2,+",1
"ATP1B3>NHP2,+",1
"KMT2E>COX6C,+",1
"IPO7>EIF2S2,+",1
"RPL28>HMGN1,+",1
"RPL28>CDC37,+",1
"COX6C>PGRMC2,+",1
"SLC39A1>MT-ND5,+",1
"RPL28>MT-ND5,+",1
"PHB>SEC22B,+",1
"BAZ1B>SEC22B,+",1
"EIF4B>SCAF11,+",1
"COX6C>KMT2E,+",1
"KDM2A>KMT2E,+",1
"SMC4>RALBP1,+",1
"PHB>CSTB,+",1
"KDM2A>CSTB,+",1
"PGRMC2>PHB,-",1
"RPL28>PHB,+",1
"APP>PHB,-",1
"ATP1B3>CANX,+",1
"SOS1>CANX,+",1
"EGLN1>ZFP36L1,-",1
"CTNNB1>ZFP36L1,-",1
"RAB5IF>ZFP36L1,+",1
"MRPL22>ZFP36L1,-",1
"ZEB1>METRN,+",1
"CSDE1>ZEB1,+",1
"USP7>ZEB1,+",1
"METRN>ZEB1,+",1
"POLR2C>ACTR1A,+",1
"MRPL22>MAP3K2,-",1
"POLR2C>MAP3K2,+",1
"ACTR1A>MAP3K2,+",1
"COPRS>MAP3K2,-",1
"RAB5IF>UBE2R2,+",1
"MRPL22>UBE2R2,+",1
"POLR2C>SNAPIN,+",1
"COPRS>TMEM109,+",1
"MEA1>PTK2B,+",1
"PPP1CB>PTK2B,-",1
"TOR1AIP1>PTK2B,+",1
"CSDE1>USP7,+",1
"ZFP36L1>MRPL22,-",1
"CTNNB1>DYNC1H1,+",1
"SSFA2>ANKRD28,+",1
"ACTR1A>C9orf78,+",1
"CSDE1>C9orf78,+",1
"DYNC1H1>C9orf78,+",1
"DYNC1H1>METRN,-",1
"RAB5IF>METRN,+",1
"PTEN>METRN,+",1
"SNAPIN>EIF3H,-",1
"ABI2>ZFP36L1,-",1
"ACTR1A>DNAJC21,+",1
"RAB5IF>DNAJC21,+",1
"MRPL22>VASP,+",1
"DDOST>VASP,-",1
"RAB5IF>MEA1,-",1
"RILPL2>MEA1,+",1
"C9orf78>MEA1,+",1
"UVRAG>EIF3H,+",1
"DDOST>EIF3H,-",1
"TMEM109>EIF3H,+",1
"USP7>PPP1CB,+",1
"USP7>RAB5IF,+",1
"COPRS>UVRAG,-",1
"UVRAG>GPRC5B,+",1
"TMEM109>ARID5A,+",1
"UVRAG>EGLN1,+",1
"CSDE1>EGLN1,+",1
"COPRS>EGLN1,+",1
"PHF20L1>CBX6,+",1
"EGLN1>PPP1CB,-",1
"POLR2C>PPP1CB,+",1
"RPL15>CTNNA1,+",1
"MORF4L1>YIPF6,+",1
"PSMB4>ZFAND6,+",1
"FUNDC2>NIFK,+",1
"NME1>ABI2,-",1
"PDCD4>LMO4,+",1
"CTNNA1>LMO4,+",1
"FUNDC2>LMO4,+",1
"NIFK>LMO4,+",1
"ASH1L>LMO4,-",1
"TLK1>TMEM259,+",1
"TMEM259>NUDCD1,-",1
"TLK1>NUDCD1,+",1
"ZNF33A>NUDCD1,-",1
"ZFP91>NUDCD1,+",1
"CTNNA1>NUDCD1,+",1
"FUNDC2>PSMC5,-",1
"CTNNA1>ZFP91,+",1
"DDX23>TBC1D15,+",1
"NME1>TBC1D15,+",1
"PPM1G>TBC1D15,+",1
"DDX23>DR1,+",1
"FERMT2>DR1,+",1
"PLD3>DR1,+",1
"TLK1>AFDN,+",1
"ASH1L>AFDN,+",1
"DYNC1H1>AFDN,+",1
"PLEKHA3>SHISA5,+",1
"CTNNA1>ASH1L,+",1
"CANX>YIPF6,+",1
"NIFK>ASH1L,-",1
"RBM3>BRWD1,+",1
"MGP>BRWD1,+",1
"NME4>TAPBP,-",1
"RBCK1>TAPBP,+",1
"TCP1>BRD7,+",1
"SLIRP>IPO7,+",1
"NFAT5>IPO7,+",1
"ERBIN>SLK,+",1
"FDPS>CDK4,-",1
"FDPS>ARPC5,+",1
"RBCK1>ARPC5,+",1
"LAP3>ARPC5,+",1
"ZBTB7A>ACTR2,+",1
"FDPS>NMI,+",1
"KANSL1>ATP6V0B,-",1
"ATXN2L>SPRY1,+",1
"PDCD4>ZFYVE16,+",1
"ASH1L>ZFYVE16,+",1
"ZFP91>UHMK1,+",1
"PDCD4>UHMK1,+",1
"TLK1>FUNDC2,+",1
"CTNNA1>FYN,+",1
"PPM1G>SOS1,+",1
"TLK1>PLD3,+",1
"UHMK1>PLD3,+",1
"PLEKHA3>IFI6,-",1
"NME1>IFI6,+",1
"NME1>PTEN,-",1
"COX6C>SOS1,+",1
"RICTOR>SOS1,+",1
"CCPG1>SOS1,+",1
"PALMD>IPO7,+",1
"RPL28>IPO7,+",1
"CCPG1>ATP1B3,+",1
"IPO7>MRPS16,+",1
"SCAF11>EIF4B,+",1
"RPL15>SLC39A1,+",1
"CTNNA1>RICTOR,-",1
"RALBP1>RICTOR,-",1
"SOS1>RICTOR,+",1
"MRPS16>BAZ1B,+",1
"SEC22B>BAZ1B,+",1
"CANX>BAZ1B,+",1
"EIF4B>BAZ1B,+",1
"CDC37>BAZ1B,+",1
"CDC37>RPL28,+",1
"RPL15>RPL28,+",1
"ATP1B3>GNAS,+",1
"RPL15>GNAS,+",1
"BAZ1B>YIPF6,+",1
"PLEKHA3>MAML2,+",1
"UHMK1>JAG2,+",1
"TLK1>HPCAL1,+",1
"PLD3>TLK1,+",1
"NUDCD1>ZNF33A,-",1
"MAML2>MCAM,+",1
"ASH1L>PPM1G,+",1
"NIFK>PLEKHA3,-",1
"CTNNA1>PLEKHA3,+",1
"ASH1L>GNL1,+",1
"TLK1>KANSL1,+",1
"PPM1G>KANSL1,+",1
"PLD3>ARGLU1,+",1
"KANSL1>ARGLU1,+",1
"DYNC1H1>TLK1,+",1
"PLD3>IGFBP2,+",1
"LMO4>TAPBP,-",1
"TLK1>TAPBP,+",1
"DYNC1H1>TAPBP,+",1
"NIFK>ENY2,+",1
"ZFP91>ENY2,+",1
"DDX23>CPNE3,+",1
"ZFP91>CPNE3,+",1
"TBC1D15>CPNE3,-",1
"LMO4>EID1,-",1
"FYN>IGFBP2,+",1
"MRPL22>SSFA2,+",1
"CTNNB1>SSFA2,+",1
"MEA1>GIMAP4,+",1
"RSRC1>TMEM50B,+",1
"SELENOK>CCDC88A,+",1
"RUNX1T1>PTMS,+",1
"SELENOK>DYNC1H1,+",1
"SMG1>DYNC1H1,+",1
"ITSN2>SNX3,+",1
"PGRMC1>MAML2,+",1
"SNX17>CPT1A,+",1
"FGD5-AS1>CPT1A,+",1
"SELENOK>CPT1A,+",1
"SNX17>PTEN,+",1
"PTEN>PPT1,+",1
"RBX1>PPT1,-",1
"HNRNPK>TMEM160,+",1
"RBCK1>TMEM160,+",1
"NCBP3>VPS26A,+",1
"HDGF>SPTLC2,-",1
"RNF10>SPTLC2,+",1
"ATXN2>SPTLC2,-",1
"MT-ND3>SPTLC2,+",1
"MT-CYB>MT-ND3,+",1
"PNRC2>SPPL2A,+",1
"ZFHX3>SPPL2A,+",1
"MT-ND3>SPPL2A,+",1
"CAVIN1>TMEM50B,+",1
"ITSN2>MAP4,+",1
"CTNNB1>GIMAP4,+",1
"FGD5-AS1>MAP4,+",1
"RPL13A>RPL10A,+",1
"FGD5-AS1>VPS13C,+",1
"RSRC1>FRYL,+",1
"PGRMC1>FRYL,+",1
"CPT1A>FGD5-AS1,+",1
"CCDC88A>TRIP12,+",1
"ITSN2>TRIP12,+",1
"SELENOK>TRIP12,+",1
"PPP1R13B>SUPT16H,+",1
"RPL10A>PPP1R13B,+",1
"MAML2>ITSN2,+",1
"CSDE1>RUNX1T1,+",1
"RSRC1>RUNX1T1,+",1
"CUTA>CALD1,-",1
"FGD5-AS1>CUTA,+",1
"RPL10A>CUTA,+",1
"SNX17>SMG1,+",1
"RSRC1>SMG1,+",1
"RPL10A>NPM1,+",1
"CUTA>PGRMC1,+",1
"CCDC88A>PGRMC1,+",1
"SHISA5>UBR5,+",1
"TAPBP>TAX1BP1,+",1
"NCBP3>SPAG9,-",1
"HNRNPK>SPAG9,+",1
"NCBP3>WASHC4,+",1
"TNFRSF14>WASHC4,-",1
"WASHC4>ZFHX3,+",1
"ZFHX3>RNF10,+",1
"ASPH>RNF10,+",1
"DR1>RNF10,+",1
"VPS26A>VEZT,+",1
"CSDE1>VEZT,+",1
"NCBP3>CD151,+",1
"RNF10>CD151,+",1
"ASPH>METTL5,+",1
"ATXN2>METTL5,-",1
"TMEM160>METTL5,-",1
"ASPH>CREBRF,+",1
"CACYBP>CREBRF,+",1
"CSDE1>CREBRF,+",1
"HDLBP>NUDT3,+",1
"TMEM160>CLK4,-",1
"ASPH>DYNC1H1,+",1
"DR1>EEA1,+",1
"PTEN>LUC7L3,+",1
"DNAJC7>NFAT5,+",1
"PNRC2>LMBR1L,+",1
"ZFHX3>SERPINB6,+",1
"CSDE1>SERPINB6,+",1
"ASPH>PNRC2,+",1
"NCBP3>PNRC2,-",1
"ASPH>ATXN2,-",1
"ZFHX3>SEC63,-",1
"ZFHX3>WASHC4,+",1
"VEZT>TNFRSF14,-",1
"DNAJC7>FAM32A,+",1
"WASHC4>HDLBP,+",1
"ASPH>HSPB1,+",1
"HNRNPK>FRYL,+",1
"VEZT>FRYL,+",1
"ATXN2>STAT3,-",1
"ASPH>CD55,+",1
"TMEM160>ZFAND6,+",1
"VEZT>SEC63,-",1
"TMEM160>ATXN2,+",1
"ZFHX3>CACYBP,+",1
"DR1>HDGF,-",1
"TMEM160>DYNC1LI1,-",1
"HDLBP>DYNC1LI1,+",1
"HNRNPK>DYNC1LI1,+",1
"RNF10>FAM171A1,+",1
"ASPH>FAM171A1,+",1
"HDLBP>FAM171A1,+",1
"HNRNPK>ATXN2,+",1
"RNF10>ATXN2,+",1
"NPM1>RPL10A,+",1
"RPS29>RPL10A,+",1
"SNX17>TPR,+",1
"USP34>TJP1,+",1
"COX8A>SUB1,+",1
"NDUFB1>PPP1CA,+",1
"MAP4>MXRA7,+",1
"MXRA7>TACC1,+",1
"ATP6V0E1>ANKRD12,+",1
"UBC>ANKRD12,+",1
"POLR1D>FKBP1A,+",1
"FKBP1A>DYNC1H1,-",1
"CBX3>UBE2H,+",1
"SLIRP>MAP4,+",1
"MYL6>MAP4,+",1
"ITGB1>MAP4,+",1
"PPP1CA>NDUFC2,+",1
"ATP6V0E1>NDUFC2,+",1
"UBC>DUSP1,+",1
"SLIRP>TMED4,+",1
"PTBP3>USP34,+",1
"FKBP1A>USP34,+",1
"NDUFB1>USP34,+",1
"ATP6V0E1>CCT5,+",1
"CAVIN2>CCT5,+",1
"NDUFC2>RBM42,+",1
"SLIRP>RBM42,+",1
"RPL13A>FTH1,+",1
"PSENEN>KDELR1,+",1
"RPS11>MYL6,+",1
"ZEB1>DDOST,+",1
"TMEM109>GIMAP4,+",1
"MEA1>CSDE1,+",1
"CTNNB1>MED13,+",1
"COPRS>MED13,+",1
"VASP>RILPL2,+",1
"ACTR1A>SMG1,+",1
"POLR2C>BOLA3,+",1
"MRPL22>DDOST,+",1
"VASP>DDOST,-",1
"GPRC5B>DDOST,-",1
"UVRAG>DDOST,+",1
"MAP4>MYL6,+",1
"POLR2C>FDPS,+",1
"RAB5IF>FDPS,+",1
"PPP1CB>FDPS,+",1
"METRN>ABI2,+",1
"UVRAG>ABI2,-",1
"METRN>PTEN,+",1
"TOR1AIP1>PTEN,-",1
"TMED4>EID1,+",1
"SLIRP>RPL13A,+",1
"RPS11>RPL13A,+",1
"NDUFB1>RBM42,+",1
"ANKRD12>TJP1,+",1
"MRPS7>SCAF11,+",1
"PTBP3>RPS5,+",1
"CBX3>NME4,+",1
"CBX6>PTEN,+",1
"SLIRP>PTEN,+",1
"RPL10A>RPL13A,+",1
"RUNX1T1>CSDE1,+",1
"ITSN2>CSDE1,+",1
"RSRC1>SHISA5,+",1
"SNX17>RSRC1,-",1
"CCDC88A>RSRC1,+",1
"SMG1>RSRC1,+",1
"FGD5-AS1>HSBP1,+",1
"PGRMC1>HSBP1,+",1
"RPS29>HSBP1,+",1
"RSRC1>ANKRD28,+",1
"ESYT2>MRPS7,+",1
"TAPBP>ESYT2,+",1
"SELENOK>SELENOS,+",1
"PTEN>SNX17,+",1
"PGRMC1>SNX17,-",1
"CPT1A>SNX17,+",1
"RSRC1>SNX17,-",1
"RPL10A>RPL15,+",1
"FRYL>SCAF11,+",1
"POLR1D>NAPA,+",1
"KDELR1>POLR1D,+",1
"MYL6>POLR1D,+",1
"PTBP3>PSENEN,+",1
"TMED4>COX8A,+",1
"SLIRP>COX8A,+",1
"UBE2H>MALAT1,+",1
"RPL13A>CBX3,+",1
"RPS11>PPP4R3A,+",1
"SLIRP>PPP4R3A,+",1
"LIMA1>PPP4R3A,+",1
"NDUFB1>PSENEN,+",1
"CBX3>PSENEN,+",1
"MXRA7>PSENEN,+",1
"COX8A>SLIRP,+",1
"CBX3>APLP2,+",1
"TMED4>SLIRP,+",1
"UBE2H>SLIRP,+",1
"TM4SF1>PTBP3,+",1
"SLIRP>PTBP3,+",1
"NDUFB1>PTBP3,+",1
"PSENEN>CAVIN2,+",1
"UBE2H>CAVIN2,+",1
"CCT5>CAVIN2,+",1
"MXRA7>CAVIN2,+",1
"RPS11>LIMA1,+",1
"ERBIN>PNN,+",1
"TCP1>NME4,-",1
"BRD7>NME4,+",1
"MRPS34>TXNDC12,+",1
"RNF144B>DNAJC15,+",1
"SLC25A36>DNAJC15,+",1
"BAG5>DNAJC15,+",1
"DAZAP2>APLP2,+",1
"SEPT10>APLP2,+",1
"NDUFA3>RBM39,+",1
"RNF144B>MRPS34,-",1
"TXNDC12>MRPS34,+",1
"SEPT10>MRPS34,+",1
"ATP6V0E1>MRPS34,+",1
"PRPF38B>MRPS34,+",1
"TMEM88>LSM6,+",1
"GNG11>LSM6,+",1
"APLP2>LAMP2,+",1
"COX6C>FRYL,+",1
"LSM6>FRYL,+",1
"SLC25A36>FRYL,-",1
"RNF144B>FRYL,+",1
"CTBS>FRYL,+",1
"LARP1>FRYL,+",1
"BAG5>NCL,+",1
"TXNDC12>BAG5,+",1
"GNG11>BAG5,+",1
"TAPBP>NOSIP,-",1
"MRPS34>SEPT10,+",1
"RAP1B>SHOC2,+",1
"NCL>EGLN1,+",1
"SECISBP2L>CTBS,+",1
"PIK3R3>CTBS,+",1
"FDPS>CTBS,+",1
"APLP2>CTBS,+",1
"NDUFA3>RNF144B,+",1
"RPL15>SNHG7,+",1
"RNF144B>SHISA5,+",1
"NDUFA3>MALAT1,+",1
"RPL15>COX6A1,+",1
"COX6C>ATP6V0E1,+",1
"FDPS>LARP1,-",1
"SLC25A36>NDUFC2,+",1
"SEPT10>NDUFC2,+",1
"RPL15>NDUFC2,+",1
"PIK3R3>NDUFC2,+",1
"BAG5>TMEM88,-",1
"RNF144B>TMEM88,+",1
"SLC25A36>TMEM88,+",1
"PIK3R3>TMEM88,+",1
"ATP6V0E1>TMEM88,+",1
"RPL15>PHB,+",1
"NDUFA3>HLA-A,+",1
"ATP6V0E1>EGLN1,+",1
"BAG5>GNG11,+",1
"ZFYVE21>GNG11,+",1
"ZFYVE21>PIK3R3,+",1
"SEPT10>NDUFA3,+",1
"KAT6A>RARRES3,+",1
"GTF3A>RARRES3,-",1
"SELENOK>RARRES3,+",1
"FMR1>RARRES3,+",1
"CSDE1>RARRES3,+",1
"COPE>UBE2A,+",1
"CSDE1>UBE2A,+",1
"MED29>NDUFA3,-",1
"BRD4>PGRMC1,+",1
"EDF1>PGRMC1,+",1
"KAT6A>TRIP10,+",1
"UBE2A>MXRA7,+",1
"KAT6A>MXRA7,+",1
"NAA10>MAP3K2,+",1
"SELENOK>MAP3K2,-",1
"NME4>MED29,+",1
"GTF3A>MED29,-",1
"SCARB2>MED29,+",1
"AHI1>MED29,-",1
"SELENOK>YBX1,+",1
"SCARB2>YBX1,+",1
"COPE>CSDE1,+",1
"EDF1>CSDE1,+",1
"RARRES3>EIF4B,+",1
"DYNC1H1>FMR1,+",1
"PDLIM5>FMR1,-",1
"SEPT10>EID1,+",1
"ATP6V0E1>AKAP9,+",1
"FDPS>AKAP9,+",1
"NDUFA3>FDPS,+",1
"GNG11>SLC25A36,+",1
"FDPS>SLC25A36,+",1
"NOSIP>NCK1,+",1
"FDPS>NCK1,+",1
"MRPS34>TAPBP,+",1
"ZFYVE21>ABI2,+",1
"SLC25A36>PRPF38B,+",1
"SLC25A36>EID1,+",1
"KAT6A>DYNC1H1,+",1
"PHB>KIAA1551,+",1
"PRPF38B>ARHGAP18,+",1
"GNG11>ARHGAP18,+",1
"FRYL>PTEN,+",1
"AHI1>IFT43,+",1
"SELENOK>IFT43,+",1
"FMR1>KLF3,+",1
"UBE2A>GTF3A,-",1
"PRKD3>GTF3A,-",1
"CSDE1>GTF3A,+",1
"RPL15>RPS7,+",1
"THAP12>TRIM56,+",1
"PPP1R13B>KDM2A,+",1
"DDX17>GIPC2,+",1
"FBL>GSTO1,+",1
"CMPK1>NMI,+",1
"RHOA>TPP1,+",1
"GIPC2>TPP1,+",1
"ACADM>RANBP1,+",1
"RAN>RANBP1,+",1
"MAP4>RANBP1,+",1
"TGM2>PRR13,+",1
"FBL>COX7A2L,+",1
"SPATS2L>COX7A2L,+",1
"SPATS2L>CSDE1,+",1
"NRN1>CNBP,+",1
"KMT2E>PAPOLA,+",1
"POLR2C>LAMTOR2,+",1
"KMT2E>LAMTOR2,+",1
"MED13>LAMTOR2,-",1
"THAP12>MED13,-",1
"KMT2E>MED13,+",1
"DDX17>RHOA,+",1
"PPP1R13B>PICALM,+",1
"FRYL>PICALM,+",1
"MED13>S1PR1,+",1
"AHR>S1PR1,+",1
"TMEM50B>NDUFB1,+",1
"GIPC2>NDUFB1,-",1
"NRN1>TMEM50B,+",1
"PPP4R2>SUCLG1,+",1
"CHCHD2>ZFAND6,+",1
"GIPC2>ZFAND6,+",1
"EIF3H>ZFAND6,+",1
"SPATS2L>ZFAND6,+",1
"PSMB4>GABARAPL2,+",1
"FBL>GABARAPL2,+",1
"CHCHD2>GABARAPL2,+",1
"RAN>GABARAPL2,+",1
"RHOA>GIPC2,+",1
"CHCHD2>SUCLG1,+",1
"SELENOW>SUCLG1,+",1
"CHCHD2>TMEM50B,+",1
"SPATS2L>FBL,+",1
"CNBP>FBL,+",1
"VPS51>NRN1,+",1
"SPATS2L>NRN1,+",1
"TMEM50B>NRN1,+",1
"NRN1>SPATS2L,+",1
"PPP4R2>SPATS2L,+",1
"CNBP>ACADM,+",1
"GIPC2>ACADM,+",1
"MXRA7>CBX6,+",1
"FZD6>GIPC2,-",1
"AAMP>IL3RA,+",1
"TRIM56>CCDC88A,+",1
"DDX17>KMT2E,+",1
"KMT2E>MAP4,+",1
"AAMP>DUSP11,-",1
"MAP4K5>DUSP11,-",1
"CDC37>DUSP11,+",1
"PURA>DDX17,+",1
"DGLUCY>DDX17,+",1
"THAP12>MIA3,-",1
"KMT2E>MIA3,+",1
"FZD6>PPP1CB,-",1
"AAMP>PPP1CB,+",1
"MED29>ERG,+",1
"MIA3>ERG,+",1
"KMT2E>ERG,+",1
"KMT2E>FRYL,+",1
"AAMP>FRYL,+",1
"LAMTOR2>FRYL,+",1
"MIA3>CCND3,+",1
"TRIM56>NFAT5,+",1
"GIPC2>CIAO1,+",1
"KMT2E>CIAO1,+",1
"LAMTOR2>CIAO1,+",1
"CDC37>CDC42SE2,+",1
"S1PR1>CCDC88A,+",1
"MED13>MAP4,+",1
"LAMTOR2>CCDC124,+",1
"XPO1>DGLUCY,-",1
"POLR2C>NOSIP,+",1
"AAMP>POLR2C,+",1
"THAP12>POLR2C,+",1
"MIA3>POLR2C,+",1
"NOSIP>POLR2C,+",1
"LAMTOR2>POLR2C,+",1
"UBR5>CYB5R1,+",1
"DGLUCY>MAP4K5,+",1
"NOSIP>MYH9,+",1
"KMT2E>MYH9,+",1
"XPO1>MYH9,+",1
"PPP1CB>FZD6,-",1
"DDX17>DGLUCY,+",1
"PPP1R13B>NBR1,+",1
"LAMTOR2>NBR1,-",1
"NOSIP>NBR1,-",1
"PPP1R13B>ERC1,+",1
"PURA>PPP1R13B,+",1
"FZD6>AHR,-",1
"CYB5R1>AHR,+",1
"MIA3>AAMP,+",1
"DGLUCY>UBR5,+",1
"CDC37>DGLUCY,+",1
"HPCAL1>SHOC2,+",1
"KAT6A>RNH1,+",1
"SLIRP>LAP3,+",1
"NME4>SPTLC2,+",1
"CD40>PRNP,+",1
"COPS9>PRNP,+",1
"EIF3H>PRNP,+",1
"MAML2>SNX6,+",1
"MAP3K2>SNX6,+",1
"HSPA5>SNX6,+",1
"NME4>GBP4,+",1
"NFIA>CDK4,+",1
"EIF3H>CDK4,+",1
"PSMC5>CDK4,+",1
"AAMP>NDUFS3,+",1
"MAP3K2>NDUFS3,+",1
"EIF3H>NDUFS3,+",1
"NFIA>HNRNPA1,+",1
"RPS24>F8,+",1
"PSMC5>F8,+",1
"CDK4>F8,+",1
"NFIA>F8,+",1
"SPTLC2>NME4,+",1
"C9orf78>CBX1,+",1
"NME4>CBX6,+",1
"BPTF>SELENON,+",1
"C9orf78>SELENON,+",1
"BAG5>PRNP,+",1
"CBX1>USP48,+",1
"AHI1>RNH1,+",1
"PSMC5>USP48,+",1
"COPS9>EIF3D,+",1
"MAP3K2>EIF3D,+",1
"JTB>HPCAL1,+",1
"CDK4>HPCAL1,+",1
"MAP3K2>HPCAL1,+",1
"RPS24>FRMD4B,+",1
"C9orf78>FRMD4B,+",1
"MGST3>FRMD4B,+",1
"BAG5>DCAF5,-",1
"MAP3K2>DCAF5,+",1
"CBX6>JTB,+",1
"PSMC5>JTB,+",1
"NFIA>JTB,+",1
"MAP3K2>JTB,+",1
"EIF3H>CANX,+",1
"RPS24>TMEM219,+",1
"PICALM>TMEM219,+",1
"BPTF>TMEM219,+",1
"USP48>LARP1,+",1
"EIF3H>LARP1,+",1
"MAML2>LARP1,+",1
"HNRNPA1>NFIA,+",1
"LARP1>USP48,+",1
"NME4>HSPA5,+",1
"C9orf78>HSPA5,+",1
"RPS24>NPM1,+",1
"SPTLC2>DYNC1H1,+",1
"SEC63>THBS1,-",1
"EGLN1>LRRC32,+",1
"TCF7L1>RBM3,+",1
"FDPS>RBM3,+",1
"MGP>CTTN,-",1
"RBCK1>EIF4A1,+",1
"EGLN1>EIF4A1,+",1
"NME4>TSNAX,+",1
"FDPS>TSNAX,+",1
"ERBIN>NFAT5,+",1
"RBCK1>NFAT5,+",1
"LAP3>RIOK3,+",1
"IPO7>RIOK3,+",1
"IPO7>CDK13,+",1
"NFAT5>BTG2,+",1
"SEC63>BTG2,+",1
"CDC37>SEC63,+",1
"RBCK1>ZBTB7A,+",1
"FNBP4>ZBTB7A,+",1
"ACTR2>ZBTB7A,+",1
"CTTN>MGP,-",1
"DUSP11>MGP,+",1
"ACTR2>MGP,-",1
"LAP3>PIK3C2B,+",1
"NME4>SLIRP,+",1
"MXRA7>SLIRP,+",1
"CDC37>CREB3L2,+",1
"USP48>EGLN1,+",1
"PSMC5>EGLN1,+",1
"BAG5>C9orf78,+",1
"CBX1>C9orf78,+",1
"SPTLC2>C9orf78,+",1
"CDK4>C9orf78,+",1
"COPS9>C9orf78,+",1
"PRNP>PTEN,+",1
"CBX1>PTEN,+",1
"LAP3>PAFAH1B1,+",1
"ABI2>FDPS,-",1
"DUSP11>PPP1CA,+",1
"MXRA7>DUSP11,+",1
"LAP3>DUSP11,+",1
"LAP3>MYADM,+",1
"BRWD1>MYADM,+",1
"TCP1>MYADM,+",1
"NME4>TCP1,-",1
"RBCK1>TCP1,+",1
"EGLN1>TCP1,+",1
"SEC63>PPP3CA,+",1
"LAP3>RBCK1,+",1
"USP48>PSMC5,+",1
"RPS24>MGST3,+",1
"NFIA>VPS35,+",1
"CAV2>NDUFAF3,+",1
"PGRMC1>CBX6,+",1
"PTEN>RIT1,+",1
"PRKD3>RIT1,+",1
"ZNF503>PRDX6,-",1
"ARMCX3>PLEKHA3,+",1
"EIF3D>PLEKHA3,+",1
"NDUFA6>C1orf43,+",1
"PRDX6>C1orf43,+",1
"CDH5>CCT2,-",1
"NDUFAF8>RPL39,+",1
