AR,count
"HLA-DPB1>SMURF2,+",1
"HEBP1>PCBP2,+",1
"CCDC50>PCBP2,+",1
"TBC1D9B>GON4L,-",1
"THBS1>CCT5,-",1
"CCDC50>EBF1,+",1
"MMP24OS>EBF1,-",1
"CCDC50>TINAGL1,+",1
"CCT7>CEMIP2,-",1
"HLA-DPB1>CEMIP2,-",1
"SPCS3>SYT15,+",1
"BAZ2B>SYT15,+",1
"NET1>MGLL,-",1
"TAGLN2>MGLL,-",1
"NUCKS1>GON4L,+",1
"SNRPF>TBC1D9B,-",1
"SNRPF>MVB12A,-",1
"POLR2B>TBC1D9B,+",1
"SDCCAG8>TBC1D9B,-",1
"NME1>TBC1D9B,+",1
"TMEM14B>TBC1D9B,+",1
"TINAGL1>SQSTM1,+",1
"AR>CCT7,+",1
"THBS1>CCT7,-",1
"TMSB4X>CCT7,+",1
"SDCCAG8>TAGLN2,+",1
"CEMIP2>HNRNPU,+",1
"BAZ2B>NUCB1,+",1
"CCDC50>CCT5,-",1
"SPCS3>CCT5,+",1
"ARCN1>THBS1,+",1
"SDCCAG8>THBS1,-",1
"SDCCAG8>NUCKS1,+",1
"MMP24OS>NUCKS1,+",1
"CCT7>NUCKS1,+",1
"HSPA1A>WDR45B,+",1
"CCDC50>WDR45B,+",1
"SDCCAG8>NET1,+",1
"TBC1D9B>NET1,+",1
"BAZ2B>SDCCAG8,+",1
"HLA-DPB1>SDCCAG8,+",1
"SDCCAG8>DNM1L,-",1
"SDCCAG8>ARCN1,+",1
"TMEM14B>ARCN1,-",1
"THBS1>ARCN1,+",1
"AHI1>SNRPF,+",1
"CCDC50>SNRPF,+",1
"ARCN1>HSPA1A,-",1
"PDCD7>HEBP1,+",1
"PDCD7>HNRNPA1,+",1
"NUCB1>NME1,+",1
"CCDC50>NME1,+",1
"AR>NME1,-",1
"TBC1D9B>NME1,+",1
"TAGLN2>KLF2,+",1
"EMCN>APP,+",1
"NEMF>IL3RA,+",1
"CIB1>LTA4H,+",1
"ATXN7L3B>ANKRD17,+",1
"TFPI>C1orf122,+",1
"GLG1>GPATCH8,-",1
"PRDX6>TXNDC12,+",1
"MAZ>TXNDC12,-",1
"GPATCH8>TXNDC12,+",1
"GLG1>ATXN7L3B,+",1
"DNM1L>TNRC6B,+",1
"GPATCH8>TNRC6B,+",1
"COPZ1>SNRPE,+",1
"THAP12>SNRPE,+",1
"SNRPE>ANKRD17,+",1
"GPATCH8>ANKRD17,+",1
"DNM1L>EGLN1,+",1
"GPATCH8>G3BP1,+",1
"PHACTR2>G3BP1,+",1
"NDUFC2>G3BP1,-",1
"FNBP1>THAP12,+",1
"NUCB1>ATP6AP2,+",1
"EGLN1>EMCN,+",1
"THAP12>PRDX6,-",1
"PHACTR2>CXorf36,+",1
"CLU>CREBRF,+",1
"MLF2>NDUFC2,+",1
"ATXN7L3B>BAG5,-",1
"MLF2>PHACTR2,+",1
"FNBP1>MAZ,+",1
"TFPI>MAZ,+",1
"FAM110D>EDN1,-",1
"ATP5F1C>ITGB4,+",1
"ITGB4>MIR4435-2HG,-",1
"PNP>MIR4435-2HG,+",1
"ITGB4>MRPL19,-",1
"SAV1>RELA,+",1
"CMPK1>FAM171A1,-",1
"ATP6V1F>POLR2L,+",1
"C14orf119>POLR2L,+",1
"SMIM19>MARCH7,+",1
"PRDX4>MZT2B,+",1
"TMEM14C>MZT2B,+",1
"SPCS3>MZT2B,-",1
"PNP>MZT2B,+",1
"TMEM14C>MYO5C,+",1
"FAM171A1>HNRNPM,-",1
"POLR2L>PUM1,-",1
"ITGB4>PUM1,+",1
"PLIN2>PUM1,+",1
"MARCH7>PPIG,+",1
"SAV1>ANAPC16,+",1
"SMIM19>ANAPC16,+",1
"PNP>ANAPC16,+",1
"SKP1>MOB2,+",1
"THAP12>EGLN1,+",1
"SNRPE>EGLN1,-",1
"H1FX>LTA4H,-",1
"AR>ZFC3H1,+",1
"PRDX6>PRPF38A,+",1
"THAP12>JAM2,+",1
"NCK1>JAM2,+",1
"FAM171A1>JAM2,+",1
"TXNDC12>COTL1,+",1
"SPCS3>COTL1,+",1
"THAP12>SELE,+",1
"ATG3>BAZ2A,+",1
"MRPL32>EML4,+",1
"CIB1>EML4,-",1
"SLC25A11>ZFC3H1,+",1
"GLUD1>ZFC3H1,-",1
"FAM171A1>EGLN1,+",1
"GLUD1>PSAP,+",1
"ATG3>PSAP,+",1
"FAM241A>PSAP,+",1
"CIB1>PSAP,+",1
"ATG3>SMIM19,-",1
"TXNIP>SMIM19,-",1
"CIB1>ATG3,+",1
"PTPRG>LIX1L,+",1
"CIB1>PTPRG,+",1
"EMCN>PTPRG,+",1
"CIR1>EMCN,+",1
"GPATCH8>PHKB,+",1
"KAT6A>PHKB,-",1
"GLG1>PHKB,+",1
"THAP12>CCT7,+",1
"THAP12>CYSTM1,+",1
"MLF2>CYSTM1,+",1
"SPCS3>SNX13,+",1
"AR>SNX13,-",1
"DNM1L>SNX13,+",1
"GPATCH8>NUCB1,+",1
"NCK1>MYCT1,+",1
"STX12>LTBR,-",1
"THAP12>FNBP1,+",1
"MLF2>FNBP1,+",1
"DNM1L>FNBP1,+",1
"PRPF38A>TFPI,+",1
"DNM1L>KAT6A,+",1
"NDUFC2>MLF2,+",1
"PRDX6>COPZ1,+",1
"GPATCH8>COPZ1,+",1
"NCK1>COPZ1,+",1
"MLF2>ATP2B1,+",1
"THAP12>ATP2B1,+",1
"MYCT1>SPCS3,+",1
"FNBP1>FXR1,+",1
"TNRC6B>APPBP2,+",1
"PRDX6>APPBP2,+",1
"ARMCX3>EDN1,+",1
"HNRNPU>FOSB,+",1
"MRPL32>MYOF,+",1
"DERL1>ABCG2,+",1
"GNAQ>KLF7,+",1
"NLRP1>KLF7,+",1
"KAT6A>ITM2A,+",1
"JAM2>JUNB,+",1
"SOCS3>JUNB,+",1
"TUBB6>RBPJ,-",1
"KAT6A>RBPJ,-",1
"NLRP1>RBPJ,-",1
"NUCB1>RBPJ,-",1
"TBC1D9B>AR,-",1
"ENTPD1>ABCG2,+",1
"MFSD10>ELF1,+",1
"DERL1>H1FX,+",1
"CCDC90B>ELF1,+",1
"DERL1>ENTPD1,+",1
"BHLHE40>MFSD10,+",1
"CUTA>MFSD10,+",1
"TMEM259>MFSD10,-",1
"MRPL2>RFC1,+",1
"COPZ1>CCDC90B,-",1
"PDCD7>UBL5,-",1
"MRPL32>UBL5,+",1
"COPZ1>CRIM1,+",1
"CCT2>H1FX,+",1
"HLA-DRA>KLF7,+",1
"GNAQ>CCDC50,+",1
"KPNA4>CCDC50,+",1
"ZNF22>KPNA4,+",1
"WARS>TRIM38,-",1
"NDUFC2>CDKN1A,+",1
"NLRP1>CDKN1A,+",1
"SOCS3>RPL24,+",1
"RBP5>MAZ,-",1
"TMEM259>MAZ,+",1
"RPL24>NUCB1,+",1
"NUCB1>HOXD8,-",1
"NLRP1>HOXD8,-",1
"RBP5>HOXD8,+",1
"SELE>HOXD8,-",1
"AR>NLRP1,+",1
"TRIM38>NLRP1,+",1
"ZNF22>NLRP1,+",1
"JAM2>TBC1D9B,+",1
"CD74>KAT6A,+",1
"NFATC3>KAT6A,+",1
"SOCS3>SELE,+",1
"KAT6A>NFATC3,+",1
"ZNF22>TTC14,+",1
"NLRP1>TTC14,-",1
"TBC1D9B>NDUFC2,+",1
"TRIM38>KPNA4,+",1
"ERAP2>H1FX,-",1
"MRPL32>TNRC6B,+",1
"AR>CCDC12,-",1
"CXorf36>DERL1,+",1
"ENTPD1>ABCB1,+",1
"RTF2>ABCB1,+",1
"MRPL32>RAI14,+",1
"TNRC6B>RAI14,+",1
"ELF1>PSMD12,+",1
"NF1>CUTA,+",1
"ABCB1>CUTA,+",1
"CCT2>CUTA,+",1
"MFSD10>NDUFS7,+",1
"MFSD10>TMEM259,-",1
"PNKD>TMEM259,+",1
"NDUFS7>PLK2,+",1
"CCT2>TNRC6B,+",1
"RFC1>PNKD,+",1
"NF1>BCAP29,+",1
"TNRC6B>MRPL32,+",1
"RAI14>MRPL32,+",1
"PSMD12>TRIOBP,+",1
"UBL5>PTPRG,+",1
"MFSD10>PTPRG,-",1
"UBL5>SPCS3,+",1
"ABCB1>SPCS3,+",1
"TMEM259>MRPS26,+",1
"RAI14>CXorf36,+",1
"POLR2K>ABCB1,+",1
"PTPRG>ABCB1,+",1
"PSMD12>CD63,+",1
"UBL5>CD63,+",1
"DERL1>NF1,+",1
"COPZ1>NF1,+",1
"UBL5>HOXB7,+",1
"COPZ1>SLC30A1,+",1
"PSMD12>ZNF326,+",1
"PSMD12>C9orf78,+",1
"NF1>PDCD7,+",1
"MRPL32>MYCT1,+",1
"RAI14>MYCT1,+",1
"UBL5>PPIC,+",1
"NDUFS7>PPIC,+",1
"SLC30A1>BHLHE40,-",1
"ENTPD1>ERAP2,+",1
"MRPS26>ERAP2,+",1
"PNKD>COPZ1,+",1
"RFC1>COPZ1,+",1
"UBL5>DNAJC19,+",1
"PSMD12>RTF2,+",1
"PPIC>RTF2,+",1
"TMEM259>RTF2,+",1
"COPZ1>RTF2,+",1
"CRIM1>MRPL2,+",1
"CXorf36>MRPL2,+",1
"NLRP1>DUSP5,+",1
"SELE>SOCS3,+",1
"LUC7L3>SLC44A1,-",1
"ALG13>PUM1,+",1
"KRR1>HDGFL3,+",1
"FRG1>KRR1,+",1
"PUM1>KRR1,+",1
"NCL>KRR1,+",1
"KRR1>PTGES3,+",1
"C1orf43>PTGES3,+",1
"ALG13>TCP1,+",1
"CXorf36>RFK,-",1
"C1orf43>PNKD,+",1
"THOC2>PNKD,+",1
"MEIS2>PNKD,+",1
"ABCB1>PUM1,+",1
"DNMT1>ARF3,-",1
"MEIS2>BAZ2B,+",1
"MEIS2>CCT7,+",1
"ITGB4>TAOK1,-",1
"PTGES3>TAOK1,+",1
"HNRNPA1>TAOK1,+",1
"NCL>TAOK1,+",1
"THOC2>IRF2BP2,+",1
"ERF>IRF2BP2,+",1
"C1orf43>SNRPC,+",1
"ALG13>SPCS3,+",1
"FRG1>NFE2L1,+",1
"NCL>HDGFL3,-",1
"FRG1>HNRNPA1,-",1
"TAOK1>NCL,+",1
"HDGFL3>NCL,-",1
"S100A11>MPRIP,+",1
"HERC2>BHLHE40,-",1
"SF3A3>BHLHE40,+",1
"NKAP>BHLHE40,-",1
"HERC2>CNBP,-",1
"HNRNPA1>CNBP,+",1
"MPRIP>FNBP1,+",1
"AR>PABPN1,+",1
"NKAP>PABPN1,+",1
"HNRNPUL1>MEIS2,-",1
"AR>MEIS2,+",1
"PTMS>MEIS2,+",1
"FTH1>WBP2,+",1
"FXR1>G3BP1,+",1
"MYCT1>G3BP1,+",1
"NAP1L4>G3BP1,+",1
"CDC27>RHOB,+",1
"AES>RHOB,+",1
"PTMS>TMSB4X,+",1
"HERC2>KCNQ1OT1,+",1
"PEBP1>NAP1L4,+",1
"ALG13>CAMSAP2,-",1
"PON2>CAMSAP2,+",1
"PUM1>ABCB1,+",1
"PEBP1>ARF3,-",1
"RPL24>RPL6,+",1
"JAM2>GNAQ,+",1
"C1orf43>PLK2,+",1
"C1orf43>MRPS26,+",1
"BRD4>MRPS26,+",1
"HINT1>PTMS,+",1
"SOCS3>LSM6,+",1
"GNAQ>TMEM259,+",1
"TBC1D9B>HLA-DRA,-",1
"TBC1D9B>NKAP,+",1
"GNAQ>POLR2B,+",1
"DCHS1>POLR2B,-",1
"PTMS>POLR2B,-",1
"ZNF22>SURF4,+",1
"FRG1>ZC3HAV1,+",1
"LSM6>SURF4,-",1
"CD74>SURF4,+",1
"TBC1D9B>ZNF22,+",1
"WARS>BAZ2A,-",1
"HLA-DRA>RBP5,+",1
"NUCB1>RBP5,-",1
"NFATC3>NOP58,+",1
"RPL24>CCDC68,+",1
"ARCN1>DCHS1,-",1
"TUBB6>DCHS1,-",1
"KAT6A>DCHS1,+",1
"SNRPC>NET1,+",1
"KRR1>NET1,+",1
"RFK>SLC30A1,-",1
"HDGFL3>ARFGAP3,+",1
"HNRNPA1>ZC3HAV1,-",1
"C1orf43>LMBRD1,+",1
"HDGFL3>LMBRD1,+",1
"CAMSAP2>LMBRD1,+",1
"TCP1>C1orf43,+",1
"PTGES3>C1orf43,+",1
"C1orf43>DNMT1,+",1
"PTGES3>DNMT1,+",1
"FRG1>SELE,+",1
"TAOK1>SELE,-",1
"NCL>SELE,+",1
"TAOK1>BRD4,+",1
"PON2>BRD4,-",1
"C1orf43>HINT1,+",1
"PUM1>ERF,+",1
"TAOK1>ERF,+",1
"KRR1>ERF,-",1
"KRR1>SPPL2A,+",1
"SNRPC>ARFGAP3,+",1
"PUM1>ARFGAP3,+",1
"ALG13>ARFGAP3,+",1
"ABCB1>ARFGAP3,-",1
"NCL>ARFGAP3,+",1
"RTF2>AR,+",1
"SP110>APEX1,-",1
"CDC27>MPRIP,+",1
"CAPRIN1>SMARCE1,+",1
"RPS12>SPSB3,+",1
"PSMB4>SF3A3,-",1
"MYOF>NOB1,+",1
"NAP1L4>NOB1,+",1
"NDUFA8>PCBD1,-",1
"HIGD2A>PCBD1,+",1
"CDC42EP4>MRPL32,+",1
"EGLN1>SDCCAG8,+",1
"NDUFA8>SDCCAG8,+",1
"USP8>AR,+",1
"EPHA4>SMARCE1,+",1
"NSUN6>SMIM19,+",1
"RPL38>LSM7,+",1
"EGLN1>ABCG2,+",1
"PTPRG>ABCG2,+",1
"TJP1>ABCG2,+",1
"EPHA4>ZBTB4,+",1
"ABCG2>RAPGEF4,+",1
"MMP24OS>EPHA4,+",1
"PTPRG>EPHA4,+",1
"PTPRG>GMPR2,-",1
"ADAR>GMPR2,+",1
"FXR1>GMPR2,+",1
"EPHA4>LSM7,-",1
"NDUFA8>AP1S2,+",1
"RPS12>PUM3,+",1
"EIF2S1>NAP1L4,+",1
"CDC42EP4>NAP1L4,+",1
"CDC42EP4>EPHA4,-",1
"HIGD2A>EPHA4,+",1
"HIGD2A>CXorf36,-",1
"NAP1L4>CXorf36,+",1
"HIPK3>CXorf36,+",1
"GSPT1>HIPK3,+",1
"CCDC68>HIPK3,+",1
"MIER1>AFAP1L2,+",1
"GLUD1>AFAP1L2,+",1
"PSMB4>EGLN1,-",1
"LPAR6>EGLN1,+",1
"CXorf36>GSPT1,+",1
"PPHLN1>GSPT1,+",1
"PUM3>RPS12,+",1
"EGLN1>RPS12,-",1
"CDC42EP4>RPS12,+",1
"HIGD2A>RPS12,+",1
"PPHLN1>NME1,-",1
"USP8>NME1,-",1
"AC005261.1>NME1,-",1
"NAP1L4>EIF2S1,+",1
"SPSB3>EIF2S1,+",1
"PUM3>NAP1L4,+",1
"FXR1>LSM7,+",1
"SPSB3>CST3,+",1
"GSPT1>TMX1,+",1
"SF3A3>PSMF1,-",1
"CST3>ZNF385D,+",1
"ZNF22>SF3A3,+",1
"ZNF22>ADAR,-",1
"ADAR>NET1,-",1
"EDN1>NET1,+",1
"ADAR>SELE,+",1
"SMIM19>MEIS2,-",1
"PHIP>MEIS2,+",1
"RPL38>MEIS2,+",1
"GMPR2>PSMF1,-",1
"AR>PSMF1,-",1
"ZBTB4>PTPRG,+",1
"GMPR2>GLTP,+",1
"EDN1>SPSB3,-",1
"CTSZ>SPSB3,+",1
"TJP1>PHIP,+",1
"CTSZ>CNIH4,+",1
"NSUN6>CNIH4,+",1
"MEIS2>CNIH4,+",1
"SMIM19>XBP1,+",1
"SELE>XBP1,+",1
"ZBTB4>TJP1,+",1
"CAPRIN1>TJP1,+",1
"ZNF22>TJP1,-",1
"CTSZ>EGLN1,-",1
"ZNF385D>EGLN1,+",1
"ADAR>PLSCR1,+",1
"ABCG2>PLSCR1,+",1
"PTPRG>GLTP,+",1
"PTPRG>MGLL,-",1
"MAGI1>MGLL,+",1
"RPL38>MGLL,+",1
"FXR1>RPS6KA3,+",1
"SF3A3>RPS6KA3,-",1
"SETD2>CAPRIN1,+",1
"RPL38>CAPRIN1,+",1
"SPSB3>EDN1,-",1
"MEIS2>MDK,+",1
"CST3>MDK,+",1
"RPL38>MDK,+",1
"ZNF22>NSUN6,-",1
"PTPRG>SCARB2,+",1
"RPL38>PTMS,+",1
"EGLN1>PTMS,+",1
"PHIP>PTMS,+",1
"SF3A3>FXR1,+",1
"ZBTB4>HNRNPA3,+",1
"CTSZ>HNRNPA3,+",1
"NSUN6>HNRNPA3,+",1
"SELE>HNRNPA3,+",1
"SELE>PLSCR1,+",1
"EPHX1>TMX1,+",1
"MYOF>TMX1,+",1
"MCFD2>APEX1,+",1
"REXO2>WWC2,-",1
"AR>MAT2B,+",1
"MCFD2>MAT2B,-",1
"TAF1D>SCARB2,+",1
"UBE2K>SCARB2,+",1
"DUT>LSM6,+",1
"ARHGEF7>LSM6,+",1
"ATP6AP2>SDHC,+",1
"JUN>PRELID1,-",1
"MRPS34>ESYT2,-",1
"SH3GLB1>ESYT2,+",1
"CLTA>ESYT2,+",1
"MRPS34>EGLN1,+",1
"UBE2K>DCP2,+",1
"AR>EGLN1,+",1
"JUNB>EGLN1,-",1
"REXO2>EGLN1,-",1
"MCFD2>SMIM19,+",1
"SDHC>SMIM19,-",1
"CBX5>SP110,+",1
"MCFD2>M6PR,-",1
"UBE2K>M6PR,+",1
"AP1S2>DUT,+",1
"TMEM87A>AP1S2,+",1
"GOLPH3>TAF1D,+",1
"AP1S2>MRPS34,+",1
"AP1S2>TMEM87A,+",1
"MDH2>CDIPT,+",1
"AP1S2>MRPS26,+",1
"DCP2>MDH2,+",1
"LUC7L3>MDH2,+",1
"AP1S2>MDH2,+",1
"TAF1D>MDH2,-",1
"MCFD2>GOLPH3,+",1
"JUNB>GOLPH3,+",1
"MRPS26>CBX5,+",1
"DCP2>TXNDC12,-",1
"MCFD2>TXNDC12,+",1
"AP1S2>TXNDC12,+",1
"ARHGEF7>MCFD2,-",1
"M6PR>MCFD2,-",1
"REXO2>LUC7L3,-",1
"SH3GLB1>ARHGEF7,+",1
"TCEAL8>ARHGEF7,+",1
"TAF1D>ARHGEF7,-",1
"DUT>SH3GLB1,-",1
"M6PR>SH3GLB1,+",1
"SP110>CDC42SE1,+",1
"DCP2>UBE2K,+",1
"SH3GLB1>CLTA,+",1
"SCARB2>PTMS,+",1
"ESYT2>RALBP1,-",1
"ARHGEF7>TAF1D,-",1
"REXO2>DCP2,+",1
"CDC42EP4>TMX1,-",1
"NAP1L4>RBMS3,+",1
"NDUFA8>MEIS2,+",1
"HIPK3>CCDC68,+",1
"PPHLN1>USP8,+",1
"HIGD2A>USP8,-",1
"HIGD2A>GLUD1,+",1
"AR>GLUD1,+",1
"EGLN1>LPAR6,+",1
"EPHX1>LPAR6,+",1
"PPHLN1>LPAR6,+",1
"USP8>EDN1,+",1
"GLUD1>RBMS3,-",1
"PUM3>MIER1,+",1
"M6PR>TCEAL8,+",1
"HIPK3>MIER1,+",1
"USP8>MIER1,+",1
"PCBD1>SETD2,-",1
"HIPK3>SETD2,+",1
"ZNF518A>PSMB4,+",1
"CCDC68>PSMB4,-",1
"CDC42EP4>PSMB4,-",1
"MYOF>ZNF518A,-",1
"EPHX1>A4GALT,+",1
"PSMB4>CDC42EP4,-",1
"PSMB4>TMX1,+",1
"RPS12>MEIS2,-",1
"AFAP1L2>MEIS2,-",1
"GSPT1>MEIS2,+",1
"PCBD1>HIGD2A,+",1
"ARHGEF7>TCEAL8,+",1
"PRPF38A>JAM2,+",1
"ARHGEF7>JAM2,+",1
"ESYT2>JAM2,-",1
"MDH2>TCP1,-",1
"SP110>TCP1,+",1
"GOLPH3>HSP90AA1,+",1
"ARHGEF7>PRPF38A,-",1
"DCP2>ATP6AP2,-",1
"AR>ATP6AP2,+",1
"SP110>ATP6AP2,+",1
"MRPS34>AR,+",1
"SDHC>AR,+",1
"ARHGEF7>AR,-",1
"NAP1L4>MYOF,-",1
"PPHLN1>MYOF,-",1
"PCBD1>PPHLN1,-",1
"USP8>NME3,+",1
"ATP5PB>NME3,-",1
"GSPT1>NME3,+",1
"PSMB4>RUNDC3B,+",1
"EGLN1>RUNDC3B,+",1
"HIGD2A>RUNDC3B,-",1
"NAP1L4>MPRIP,+",1
"PFDN4>MPRIP,+",1
"LTC4S>MEIS2,+",1
"KAT6B>FKBP8,+",1
"LPAR6>CPEB4,+",1
"TMX1>CPEB4,-",1
"GNB1>COA3,+",1
"MRPL32>EPC1,-",1
"FNBP1>GNB1,+",1
"CPEB4>MRPL32,+",1
"MRPS26>LAPTM4B,+",1
"LPAR6>PDLIM5,+",1
"LAMB1>RHOB,+",1
"LAMB1>FKBP8,+",1
"LPAR6>FKBP8,+",1
"COA3>FKBP8,+",1
"VEGFB>NET1,+",1
"DUT>CXorf36,+",1
"PTMS>SPPL2A,+",1
"PSMD11>EPRS,-",1
"GNB1>EPRS,+",1
"MRPS26>ATP11C,+",1
"MRPL32>ATP11C,-",1
"NET1>SEC61A1,-",1
"GNB1>SEC61A1,+",1
"C9orf78>SEC61A1,+",1
"ALDH2>CDC42EP5,+",1
"HNRNPA1>CDC42EP5,+",1
"SEC61A1>LTA4H,+",1
"NET1>LTA4H,+",1
"TRIP11>ZBTB44,+",1
"ANKRD17>ZBTB44,-",1
"MMP24OS>TM2D3,+",1
"DDAH2>TM2D3,-",1
"PUM1>EIF4E,+",1
"RPAIN>EIF4E,+",1
"FBXO9>EIF4E,-",1
"MAZ>CCDC50,-",1
"DDAH2>CCDC50,+",1
"CAPRIN1>CCDC50,+",1
"PDLIM5>EDN1,+",1
"EIF5A>EDN1,-",1
"ABCG2>PDCD7,-",1
"PDLIM5>PDCD7,+",1
"ISG15>PDCD7,+",1
"EIF5A>MAZ,+",1
"EIF5A>AP1S2,-",1
"ABCG2>AP1S2,+",1
"PKP4>AP1S2,+",1
"MMP24OS>NFATC3,+",1
"RPAIN>NFATC3,-",1
"RUNX1T1>NFATC3,+",1
"GSPT1>HNRNPUL1,+",1
"CAPRIN1>HNRNPUL1,+",1
"RPAIN>AR,-",1
"ANKRD17>SELE,-",1
"ANKRD17>NET1,+",1
"EPS15>TM2D3,+",1
"ATXN7L3B>DEK,+",1
"JOSD1>DNASE1L1,+",1
"PITPNA>DNASE1L1,+",1
"MAP1LC3B>NOB1,+",1
"FOSL2>NOB1,+",1
"IFI16>NOB1,+",1
"ATXN7L3B>G3BP1,+",1
"PITPNA>DDX6,+",1
"USP14>MAP1LC3B,+",1
"JOSD1>MAP1LC3B,+",1
"ATXN7L3B>HAT1,+",1
"G3BP1>USP14,+",1
"IFI16>PHACTR2,+",1
"LAMB1>EDN1,-",1
"TNS2>PHACTR2,+",1
"USP14>PHACTR2,+",1
"USP14>THSD7A,+",1
"JOSD1>NFATC3,+",1
"USP14>NFATC3,+",1
"ARIH1>C6orf89,+",1
"USP14>NIFK,+",1
"ARIH1>NIFK,+",1
"PITPNA>ATL3,+",1
"FOSL2>HADHA,+",1
"IFI16>SELE,+",1
"GNB1>TMX1,+",1
"SPPL2A>HSPG2,+",1
"SEC61A1>C9orf78,+",1
"ANKRD17>NDUFC2,+",1
"ANKRD17>EDN1,+",1
"CPEB4>REL,+",1
"CDC42EP5>ITGA9,+",1
"LPAR6>ITGA9,+",1
"MRPS26>ITGA9,+",1
"EPRS>ITGA9,+",1
"TRIP11>LAMB1,-",1
"EPRS>PSMD11,-",1
"MRPS26>ANKRD17,+",1
"CPEB4>VEGFB,-",1
"LAMB1>VEGFB,+",1
"PSMD11>VEGFB,+",1
"PSMD11>MRPS26,+",1
"KAT6B>HNRNPA1,+",1
"CDC42EP5>ALDH2,+",1
"KAT6B>ALDH2,+",1
"KAT6B>HNRNPUL1,+",1
"EPRS>HNRNPUL1,+",1
"EDN1>SOCS2,-",1
"COA3>SUN2,+",1
"TMX1>PEBP1,+",1
"SPPL2A>NDUFC2,+",1
"EPRS>NDUFC2,+",1
"MCF2L>TM2D3,-",1
"BAZ2B>OGT,+",1
"SMDT1>ATXN7L3B,+",1
"ARFRP1>ARPP19,+",1
"TMEM43>CAV2,-",1
"PPP2R1A>CAV2,-",1
"KAT6B>CAV2,+",1
"TCEAL8>CAV2,+",1
"TCP1>SHARPIN,+",1
"MAGT1>SHARPIN,+",1
"PPP2R1A>SHARPIN,-",1
"ARPP19>SHARPIN,-",1
"ARCN1>ATRAID,+",1
"SPART>ATRAID,-",1
"PPP2R1A>ARPP19,+",1
"TMEM43>RNASE1,+",1
"MMP24OS>KAT6B,+",1
"CAV2>RNASE1,+",1
"MMP24OS>RNASE1,+",1
"RNASE1>EPS15,+",1
"MAZ>BAG3,-",1
"ATRAID>BAG3,-",1
"SPART>BAG3,+",1
"MAGT1>HS3ST1,+",1
"USF2>SELE,-",1
"BAG3>SELE,+",1
"RPL13A>MEIS2,-",1
"TCEAL8>MEIS2,-",1
"TCEAL8>USF2,-",1
"MRPL16>USF2,+",1
"TMEM43>USF2,-",1
"FXR1>SF3A3,+",1
"TCP1>KLF7,+",1
"MMP24OS>KLF7,-",1
"CAV2>SPART,+",1
"TMEM43>TMEM259,+",1
"HS3ST1>TMEM259,-",1
"CCT7>SPPL2A,+",1
"ARFRP1>LPGAT1,+",1
"PPP2R1A>LPGAT1,+",1
"TCEAL8>DIAPH1,+",1
"FAU>RPL13A,+",1
"SHARPIN>PPP2R1A,-",1
"RPL13A>FAU,+",1
"CCT7>CUX1,+",1
"TMEM43>CUX1,-",1
"HS3ST1>EPC1,-",1
"SPART>EPC1,+",1
"ATRAID>ARCN1,+",1
"BAG3>ARCN1,+",1
"MAGT1>ARCN1,+",1
"TCEAL8>PCGF2,+",1
"MMP24OS>BNIP3L,-",1
"CAV2>TCEAL8,+",1
"TMEM43>CXorf36,+",1
"ARPP19>MEIS2,-",1
"RPL13A>ARFRP1,+",1
"DDAH2>RPAIN,+",1
"EPS15>IFI16,-",1
"EIF5A>DPP7,+",1
"EPS15>TGFBR2,+",1
"PKP4>TGFBR2,+",1
"PDLIM5>EPS15,+",1
"NFATC3>RUNX1T1,+",1
"EIF5A>RUNX1T1,-",1
"DPP7>NAPRT,+",1
"EPS15>MMP24OS,+",1
"PIK3R3>MMP24OS,+",1
"DDAH2>PDLIM5,-",1
"HNRNPUL1>PDLIM5,+",1
"PUM1>IFI16,+",1
"HS3ST1>ARFRP1,-",1
"EPS15>PKP4,+",1
"CCDC50>BAZ2B,+",1
"KLF13>BAZ2B,+",1
"PKP4>BAZ2B,+",1
"RPS17>PABPN1,+",1
"PRR14L>CAPRIN1,+",1
"CCDC50>CAPRIN1,+",1
"BAZ2B>KLF13,+",1
"PUM1>KLF13,+",1
"MMP24OS>ISG15,+",1
"ABCG2>ISG15,-",1
"NAPRT>DPP7,+",1
"DDAH2>DPP7,-",1
"FBXO9>RPS17,+",1
"PKP4>PIM3,+",1
"ARCN1>TRIM8,-",1
"FXR1>MAZ,-",1
"RPL13A>DNM1L,-",1
"RPAIN>CPNE8,+",1
"ISG15>CPNE8,+",1
"BAZ2B>NRARP,+",1
"EIF5A>NRARP,-",1
"KLF13>NRARP,+",1
"PUM1>NRARP,+",1
"PKP4>MCF2L,+",1
"KLF13>PIK3R3,+",1
"TM2D3>TAP2,+",1
"MCF2L>PUM1,+",1
"DDAH2>TMEM184B,+",1
"CAPRIN1>DDAH2,-",1
"PRR14L>DDAH2,+",1
"CCDC50>POGZ,+",1
"PUM1>POGZ,+",1
"RPAIN>TXNIP,+",1
"PDLIM5>TXNIP,+",1
"RPAIN>PRR14L,+",1
"ISG15>LSM6,-",1
"GSPT1>LSM6,+",1
"HAT1>ATXN7L3B,+",1
"ARIH1>DNM1L,+",1
"TMSB10>FTH1,+",1
"PSMB6>BCAM,+",1
"PSMA7>RAI14,+",1
"CALM2>RAI14,+",1
"HNRNPA1>RAI14,+",1
"HLA-A>ALG13,+",1
"ATP6AP2>S100A11,+",1
"WBP2>S100A11,+",1
