ERG,count
"ERGIC2>DYNC1H1,-",1
"HNRNPA3>DYNC1H1,+",1
"ITGB1BP1>KANSL1,+",1
"WDR45B>KANSL1,+",1
"ATP5MC3>HOXD8,+",1
"LSM14A>OS9,+",1
"TCF25>TRIM44,+",1
"NASP>TRIM44,+",1
"C19orf70>MAP4,+",1
"CLEC14A>MAP4,+",1
"NASP>LRRC8A,+",1
"NASP>PCGF2,-",1
"TCF25>PCGF2,-",1
"PHACTR4>PRPSAP1,+",1
"ATP6V0E1>PRPSAP1,+",1
"CMPK1>PRPSAP1,+",1
"RPL39>RPL13,+",1
"MFGE8>EIF4B,+",1
"RPS28>EEF1A1,+",1
"RPS19>WDR45B,+",1
"ITGB1BP1>BAZ2B,+",1
"KANSL1>BAZ2B,+",1
"CD46>NFIC,+",1
"RPL39>NFIC,+",1
"ZNF518A>NFIC,+",1
"NACA>NFIC,+",1
"RPL34>RPL13,+",1
"NFIC>ZNF518A,+",1
"MAP3K11>UBE2L6,+",1
"RPL11>RPL39,+",1
"ATP6V0E1>ERGIC2,+",1
"HNRNPA3>ERGIC2,+",1
"CD46>ERGIC2,+",1
"RPL37>NACA,+",1
"WDR45B>HSBP1,+",1
"ITGB1BP1>HSBP1,+",1
"NACA>RPLP1,+",1
"APOL3>CLEC14A,+",1
"NASP>CD151,+",1
"RPL39>RPL41,+",1
"GPR146>CD151,+",1
"TCF25>ARL6IP5,+",1
"TM2D1>RPS26,+",1
"PABPN1>ANKRD29,+",1
"MAP4>ANKRD29,-",1
"RPL10A>C19orf70,+",1
"TRIM44>C19orf70,+",1
"PABPN1>TCF25,+",1
"NASP>TCF25,+",1
"RPS24>ATP5MC3,+",1
"CASD1>MED13,+",1
"TM2D1>MED13,+",1
"MAP4>MED13,+",1
"ARL6IP5>CASD1,+",1
"TM2D1>PABPN1,+",1
"TCF25>PABPN1,+",1
"CASD1>PABPN1,+",1
"CASD1>NASP,+",1
"OS9>NASP,+",1
"ATP5MC3>NASP,+",1
"TCF25>NASP,+",1
"C19orf70>RPL6,+",1
"GIMAP7>ARL6IP5,+",1
"RPS24>RPS16,+",1
"MAP4>KANSL1,+",1
"ARL6IP5>APOL3,+",1
"TM2D1>HERC4,+",1
"C19orf70>HERC4,+",1
"LRRC8A>HERC4,+",1
"RPL4>HERC4,+",1
"ARL6IP5>TMEM109,+",1
"CCND3>SLC25A6,+",1
"RPS26>APOL3,+",1
"GIMAP7>APOL3,+",1
"NASP>APOL3,+",1
"OS9>APOL3,-",1
"KANSL1>TM2D1,+",1
"TCF25>SOCS2,+",1
"KANSL1>SOCS2,+",1
"RPL4>SOCS2,+",1
"HERC4>ZNF518A,+",1
"GIMAP7>ZNF518A,+",1
"CD151>ZNF518A,-",1
"NASP>PSMD8,+",1
"LSM14A>PSMD8,+",1
"CLEC14A>LPCAT2,+",1
"RPL39>RPSA,+",1
"RPL13>RPL41,+",1
"NASP>GPR146,+",1
"CCND3>MAML2,-",1
"WWP1>KPNA3,+",1
"COMMD4>CYHR1,+",1
"PTPRK>WWP1,+",1
"KANSL1>WWP1,+",1
"RALGDS>WWP1,+",1
"SPCS3>NASP,+",1
"BCL3>EIF3F,+",1
"RALGDS>EIF3F,+",1
"SIVA1>RALGDS,+",1
"PRRC2C>PLEKHA3,+",1
"JDP2>SYPL1,+",1
"WWP1>SYPL1,-",1
"LONP2>SYPL1,+",1
"COMMD4>SYPL1,+",1
"WAC>SYPL1,+",1
"MAML2>MCF2L,+",1
"LRP5>HADHA,+",1
"COMMD4>SHE,+",1
"GIMAP7>SIVA1,+",1
"COMMD4>CCND3,-",1
"COMMD4>DDX5,+",1
"ZNF791>KPNA3,+",1
"CCND3>LRP5,+",1
"SIVA1>RALGAPA2,+",1
"TRIP11>COMMD4,+",1
"TRIP11>ZMYM4,+",1
"WAC>ZMYM4,+",1
"SHE>IFITM3,+",1
"PTPRK>JDP2,+",1
"TRIP11>JDP2,+",1
"DENR>WAC,+",1
"CARD8>RYK,+",1
"SHE>COMMD4,+",1
"JDP2>COMMD4,+",1
"RALGDS>COMMD4,+",1
"DENR>KANSL1,+",1
"SPCS3>COMMD4,+",1
"PSMD7>PTPRK,+",1
"COMMD4>PTPRK,+",1
"JDP2>PTPRK,+",1
"LRP5>HS3ST1,+",1
"LRP5>LONP2,+",1
"COMMD4>KANSL1,-",1
"TRIP11>KANSL1,+",1
"MAML2>KANSL1,+",1
"WWP1>DDX5,+",1
"PTPRK>MAML2,+",1
"RPS19>RPL37,+",1
"KANSL1>MAML2,+",1
"PHACTR4>CD46,+",1
"TACC1>CD46,+",1
"NFIC>CD46,+",1
"CD46>MFGE8,+",1
"ITGB1BP1>MFGE8,+",1
"WDR45B>MFGE8,+",1
"RPL13>ATP6V0E1,+",1
"TACC1>UBB,+",1
"ATP6V0E1>PHACTR4,+",1
"ERGIC2>PHACTR4,+",1
"CD46>PHACTR4,+",1
"RPL37>RPS19,+",1
"RPS28>RPS26,+",1
"RPL11>RPS26,+",1
"RPL39>RPL11,+",1
"RPL13>RPL11,+",1
"ZNF518A>MAP3K11,+",1
"CMPK1>MAP3K11,+",1
"RPS19>MAP3K11,+",1
"RPL13>RPL30,+",1
"RPL13>RPL37,+",1
"ARL2>CD46,+",1
"HNRNPA3>CD46,+",1
"RPL39>RPL34,+",1
"SPCS3>ZNF791,+",1
"WAC>MAML2,+",1
"MCF2L>TRIP11,+",1
"KPNA3>ZNF706,+",1
"SPCS3>MED13L,+",1
"KANSL1>LUZP1,+",1
"SHE>LUZP1,+",1
"JDP2>RBMX,+",1
"CARD8>RBMX,+",1
"LRP5>ATRAID,+",1
"MCF2L>TCF12,+",1
"RPL13>RPL34,+",1
"KANSL1>TCF12,+",1
"SHE>TCF12,+",1
"JDP2>TCF12,-",1
"TCF12>ERG,+",1
"RPL39>PSMA7,+",1
"TACC1>PSMA7,+",1
"CMPK1>ITGB1BP1,+",1
"CD46>ITGB1BP1,+",1
"KANSL1>ITGB1BP1,+",1
"RPS28>RPL6,+",1
"GIMAP7>VCP,+",1
"PCMTD1>NASP,+",1
"SPCS3>SUMO2,+",1
"DYNC1H1>CALD1,+",1
"SPCS3>CALD1,+",1
"TTC37>CALD1,+",1
"BAG5>MGP,+",1
"ANAPC11>FLNB,+",1
"B2M>SLC38A2,+",1
"BAG5>CAVIN1,+",1
"FAM171A1>GHITM,+",1
"PSMB8>GHITM,+",1
"BAG5>GHITM,+",1
"DYNC1H1>GHITM,+",1
"FAM171A1>TMEM14C,+",1
"BAD>TMEM14C,+",1
"IL33>TMEM14C,+",1
"SUMO2>TMEM14C,+",1
"SPCS3>TMEM14C,-",1
"IL33>ANAPC11,+",1
"DYNC1H1>CFLAR,+",1
"FAM171A1>RPS28,+",1
"TRIP11>RPS28,-",1
"SUMO2>UQCRB,+",1
"C19orf70>CALD1,-",1
"TTC37>HSP90AB1,-",1
"SERBP1>HSP90AB1,+",1
"TRIP11>EGFL7,+",1
"BAG5>ANKRD12,+",1
"SPCS3>ANKRD12,-",1
"BAD>BAG5,-",1
"PSMB8>BAG5,+",1
"SDCBP>BAG5,+",1
"COPS2>SDCBP,+",1
"ANKRD12>NFIC,+",1
"TTC37>SPCS3,+",1
"SERBP1>EGFL7,+",1
"TRIP11>DCHS1,+",1
"BAG5>HSP90AB1,+",1
"ANAPC11>DCHS1,-",1
"SPCS3>DCHS1,+",1
"RPS28>CAVIN2,+",1
"ANKRD12>IL33,+",1
"BAD>PNKD,+",1
"PSMB8>PRKACA,+",1
"C19orf70>PRKACA,+",1
"IL33>PRKACA,+",1
"FAM171A1>HSP90AB1,+",1
"C19orf70>SUMO2,+",1
"ZNF22>BAD,+",1
"PQLC1>ERG,+",1
"SERBP1>BAD,+",1
"ATP6V1G1>NME1,+",1
"RNF167>FMR1,+",1
"CHMP2A>FMR1,+",1
"KANSL1>RNF187,+",1
"PCMTD1>NUB1,+",1
"FMR1>KAT6B,+",1
"RNF167>KAT6B,+",1
"CHMP2A>KAT6B,-",1
"PCMTD1>GIMAP8,-",1
"RSBN1L>GIMAP8,+",1
"CHMP2A>MTPN,+",1
"ATP6V1G1>MTPN,+",1
"SECISBP2L>RSBN1L,+",1
"MTPN>NDUFA5,+",1
"KHSRP>ARL6IP5,-",1
"PAM>ARL6IP5,+",1
"NUB1>ARL6IP5,+",1
"WAC>ARL6IP5,+",1
"FMR1>CHMP2A,+",1
"PSMD8>PTK2,-",1
"RNF167>PTK2,+",1
"BCL3>ILF3,+",1
"B2M>COPS2,+",1
"PRKACA>COPS2,+",1
"TTC37>EEF2,+",1
"ANAPC11>BAD,+",1
"C19orf70>BAD,+",1
"MKLN1>LUZP1,+",1
"FAM171A1>MYH9,+",1
"PSMB8>MYH9,+",1
"SPCS3>MYH9,+",1
"C8orf33>MYH9,+",1
"IL33>MYH9,+",1
"TPR>FAM171A1,-",1
"C19orf70>ZNF22,-",1
"BAG5>ATP6V0E1,+",1
"SUMO2>ZNF22,+",1
"TTC37>ZNF22,+",1
"FAM171A1>CD151,+",1
"PRKACA>CD151,+",1
"SDCBP>CD151,+",1
"MKLN1>CD151,+",1
"FAM171A1>TPR,-",1
"ANAPC11>TPR,+",1
"TAX1BP1>TPR,+",1
"BAG5>COA4,+",1
"UQCRB>ARRDC3,+",1
"MAP4>VCP,+",1
"PQLC1>CLEC1A,-",1
"HOXD8>PPP4R1,+",1
"GIMAP7>TCF25,+",1
"CCT7>TCF25,+",1
"PQLC1>SOCS2,+",1
"RALGAPA2>UQCRB,+",1
"PQLC1>SF3B6,+",1
"NOP58>SF3B6,+",1
"NUDT14>SF3B6,+",1
"CCT7>SF3B6,+",1
"ARRDC3>SF3B6,+",1
"ATP6V0E1>SFSWAP,+",1
"YES1>CYBC1,+",1
"MKLN1>YES1,+",1
"SFSWAP>CNPY2,-",1
"FNBP1L>CNPY2,+",1
"PSMC4>CNPY2,+",1
"MKLN1>DNMT1,+",1
"CCT7>SLC25A6,+",1
"PPP4R1>TACC1,-",1
"MKLN1>TACC1,+",1
"RALGAPA2>FAM177A1,+",1
"CMPK1>PPP4R1,+",1
"NAA20>PPP4R1,-",1
"DNMT1>PPP4R1,+",1
"CCND3>UQCRB,+",1
"CCND3>VCP,-",1
"PABPN1>GIMAP7,-",1
"OS9>GIMAP7,+",1
"C19orf70>IPO11,+",1
"SLC25A6>IPO11,-",1
"TRIM44>EIF4B,+",1
"NASP>CCND3,+",1
"PABPN1>TTC1,+",1
"PSMD8>UQCRB,+",1
"NASP>ERG,+",1
"HNRNPR>ITGB1,+",1
"RALGAPA2>RAB10,-",1
"LONP2>RAB10,-",1
"CNPY2>RAB10,+",1
"ARRDC3>RAB10,+",1
"NUDT14>GIMAP7,+",1
"TCF25>ITSN2,+",1
"LONP2>ITSN2,+",1
"TACC1>ITSN2,+",1
"LONP2>ATP6V0E1,+",1
"LONP2>CLEC1A,-",1
"RALGAPA2>CLEC1A,+",1
"TACC1>CALD1,+",1
"CCT7>NOP58,+",1
"DCHS1>NUDT14,+",1
"RALGAPA2>NUDT14,+",1
"SEC31A>NUDT14,+",1
"UVRAG>NUDT14,-",1
"GIMAP7>NUDT14,+",1
"ATP6V0E1>EIF3F,+",1
"LONP2>SEC31A,+",1
"PQLC1>UVRAG,-",1
"CNPY2>UVRAG,-",1
"NUDT14>CMPK1,+",1
"PPP4R1>CMPK1,+",1
"EIF3F>HADHA,+",1
"FNBP1L>HADHA,+",1
"NUDT14>SLC38A2,+",1
"PSMC4>NASP,+",1
"CCT7>KANSL1,+",1
"KIAA1109>NAA20,-",1
"UVRAG>NAA20,+",1
"TACC1>NAA20,+",1
"ITSN2>NAA20,-",1
"HNRNPR>NAA20,-",1
"MKLN1>GPR146,+",1
"UVRAG>RALGAPA2,-",1
"TACC1>HNRNPR,+",1
"TTC1>TRIM56,-",1
"NAA20>KIAA1109,-",1
"PQLC1>KIAA1109,+",1
"NUDT14>KIAA1109,+",1
"RALGAPA2>PSMC4,+",1
"SFSWAP>PSMC4,+",1
"MKLN1>PSMC4,+",1
"PSMC4>TRIP11,+",1
"RALGAPA2>TRIM56,+",1
"CCT7>TRIM56,+",1
"TCF25>TTC1,+",1
"ITSN2>HNRNPR,+",1
"PSMC4>TTC1,+",1
"EIF3F>TTC1,+",1
"ARRDC3>HOXD8,+",1
"KIAA1109>EIF4B,+",1
"PQLC1>EIF4B,+",1
"LONP2>EIF4B,+",1
"NAA20>CCT7,+",1
"NOP58>CCT7,+",1
"ARRDC3>CCT7,+",1
"JDP2>ZMYM4,+",1
"CD59>ITGB1,+",1
"FNBP1L>PCMTD1,+",1
"CIAO1>KANSL1,+",1
"YES1>MAP3K11,+",1
"ITGB1BP1>MAP3K11,+",1
"PSMD8>MAP3K11,+",1
"COX7B>MAP3K11,+",1
"ZNF22>APOL3,+",1
"APOL3>ZNF22,+",1
"PSMB5>ZNF22,+",1
"MDFIC>MXRA7,+",1
"HOXD8>MXRA7,+",1
"MAP3K11>MXRA7,+",1
"PDLIM5>TPR,+",1
"CIAO1>ITGB1BP1,+",1
"COX7B>ITGB1BP1,+",1
"HOXD8>RNF115,-",1
"PDLIM5>RNF115,+",1
"RHOA>RNF115,+",1
"PDLIM5>ARF1,+",1
"GHITM>YES1,+",1
"COX7B>YES1,+",1
"RPS16>RPL7A,+",1
"RTN3>USP48,+",1
"TPR>TACC1,+",1
"COX7B>TACC1,+",1
"RNF115>PDLIM5,+",1
"PSMC4>SNRPD2,+",1
"RNF115>PABPC1,+",1
"ITGB1BP1>PABPC1,+",1
"CIAO1>COX7B,+",1
"APOL3>PSMB5,+",1
"ITGB1BP1>RTN3,+",1
"PSMC4>RTN3,+",1
"SLC38A2>ROMO1,+",1
"RNF115>ROMO1,+",1
"TUBA1B>ROMO1,+",1
"APOL3>GHITM,+",1
"MAP3K11>PDLIM5,+",1
"CIAO1>GHITM,+",1
"RNF115>GHITM,+",1
"COX7B>GHITM,+",1
"NDUFB5>RPS16,+",1
"RNF115>GON4L,+",1
"MAP3K11>GON4L,+",1
"CLPTM1>MDFIC,+",1
"ATP6V0E1>MDFIC,+",1
"COX7B>MDFIC,+",1
"NDUFB5>KANSL1,+",1
"RTN3>KANSL1,+",1
"TPR>NDUFB5,+",1
"APOL3>KANSL1,+",1
"PARK7>WDR45B,+",1
"HIVEP1>CTSB,-",1
"SYPL1>CTSB,+",1
"MON1B>CTSB,+",1
"ATP5MG>CTSB,+",1
"PARK7>CTSB,+",1
"HIVEP1>OS9,-",1
"ATRAID>OS9,+",1
"TSR3>JAK1,+",1
"HLA-C>JAK1,+",1
"CHCHD1>JAK1,+",1
"EIF4B>HLA-DQA2,+",1
"ATP5MG>HLA-DQA2,+",1
"PARK7>NOL4L,+",1
"SNHG7>MRPS7,+",1
"EIF4B>MRPS7,+",1
"HBP1>HADHA,-",1
"PARK7>HADHA,+",1
"C6orf89>HADHA,+",1
"NOL4L>HADHA,+",1
"THOC2>HADHA,+",1
"EIF4H>WDR45B,+",1
"MRPS7>THOC2,+",1
"JAK1>THOC2,-",1
"TSR3>HIVEP1,+",1
"PDLIM5>ANAPC11,+",1
"APOL3>ERG,+",1
"HOXD8>ERG,+",1
"CD151>RAB5C,+",1
"PNRC2>ITGA5,-",1
"EIF4H>ITGA5,+",1
"MRPS7>AP2B1,+",1
"SYPL1>AP2B1,+",1
"FZD4>AP2B1,+",1
"MRPS7>HIVEP1,+",1
"MON1B>THOC2,+",1
"TSR3>HBP1,-",1
"MON1B>HBP1,-",1
"ATRAID>HBP1,+",1
"CHCHD1>HBP1,+",1
"AP2B1>SMARCC2,+",1
"CLK4>SMARCC2,+",1
"THOC2>PNRC2,+",1
"SNHG7>PNRC2,+",1
"C6orf89>THOC2,+",1
"PSMD8>RPL31,+",1
"CIAO1>EEF2,+",1
"MT-ATP6>DNASE2,+",1
"SZRD1>CASKIN2,-",1
"CCND3>TPM1,+",1
"DYNC1H1>LIMS2,+",1
"CASKIN2>CMPK1,+",1
"SZRD1>ZNF791,+",1
"CCND3>ZNF791,+",1
"DYNC1H1>ZNF791,-",1
"PNRC2>ZNF791,+",1
"SZRD1>CTNNA1,+",1
"MSRB2>CTNNA1,+",1
"KPNA3>CTNNA1,+",1
"DYNC1H1>CTNNA1,+",1
"ATP6V0E1>NF1,-",1
"PICALM>NF1,+",1
"RILPL2>NF1,+",1
"CMPK1>NF1,+",1
"KPNA3>NF1,+",1
"CCND3>TSC22D3,+",1
"TSR3>SPPL2A,+",1
"CASKIN2>TSR3,-",1
"NUDT14>TSR3,+",1
"RILPL2>TSR3,+",1
"KANSL1>CELF1,+",1
"CASKIN2>CELF1,-",1
"DYNC1H1>RILPL2,+",1
"ENG>CCND3,+",1
"MSRB2>OS9,+",1
"MFGE8>OS9,+",1
"SZRD1>DYNC1H1,+",1
"CCND3>DYNC1H1,+",1
"CCND3>CCDC25,-",1
"CMPK1>CCDC25,+",1
"TSC22D3>NUDT14,-",1
"CDC37>NUDT14,+",1
"KPNA3>NUDT14,+",1
"CCDC25>CCND3,-",1
"CASKIN2>SON,+",1
"MFGE8>CCND3,+",1
"B2M>CCND3,+",1
"KPNA3>ENG,+",1
"KPNA3>ARL2,+",1
"CMPK1>ARL2,+",1
"ZNF791>PNRC2,+",1
"CASKIN2>PNRC2,-",1
"CCND3>RBMX,+",1
"MFGE8>CMTM6,+",1
"TPM1>DDX5,+",1
"CCND3>CASKIN2,+",1
"CIAO1>ANAPC5,+",1
"TPR>CASKIN2,-",1
"PDLIM5>EIF3L,+",1
"CIAO1>EIF3L,+",1
"PDLIM5>RHOA,+",1
"ATP6V0E1>HOXD8,+",1
"PSMB5>PSMC4,+",1
"PDLIM5>PSMC4,+",1
"COX7B>CLPTM1,+",1
"RTN3>CLPTM1,+",1
"PDLIM5>CIAO1,-",1
"PSMC4>CIAO1,+",1
"GNAI2>CIAO1,+",1
"YBX1>RPS29,+",1
"MAP3K11>SLC38A2,+",1
"YBX1>SLC38A2,+",1
"ATP6V0E1>RAMP2,+",1
"RPL31>RPS28,+",1
"COX7B>HSP90AA1,+",1
"RAMP2>FAM171A1,+",1
"COX7B>FAM171A1,+",1
"MAP3K11>FAM171A1,+",1
"RAMP2>GNAI2,+",1
"KPNA3>MFGE8,+",1
"RILPL2>MFGE8,-",1
"PICALM>VDAC2,-",1
"MFGE8>SNHG7,+",1
"SNHG7>CASKIN2,-",1
"PICALM>MSRB2,+",1
"CASKIN2>MSRB2,-",1
"CASKIN2>PICALM,+",1
"CCND3>PICALM,+",1
"MSRB2>PICALM,+",1
"TPM1>MT-ND3,+",1
"CCND3>SNHG7,+",1
"PNRC2>SNHG7,+",1
"KANSL1>SZRD1,+",1
"CCDC25>VDAC2,+",1
"CASKIN2>ATP6V0E1,-",1
"RBMX>PAFAH1B1,+",1
"MFGE8>PPT1,+",1
"KANSL1>NOC3L,-",1
"PICALM>NOC3L,-",1
"CMPK1>NOC3L,-",1
"MFGE8>NOC3L,-",1
"SZRD1>TRIM56,+",1
"CMPK1>TPR,+",1
"EIF4H>FZD4,+",1
"HIVEP1>FZD4,+",1
"TRIM69>TSR3,+",1
"MT-ND1>UBE2B,+",1
"SEC31A>NUDCD1,+",1
"NUDCD1>ABCD4,+",1
"APOL3>PCMTD1,+",1
"APOL3>RPS6KA2,+",1
"MFGE8>SEC31A,+",1
"RPS6KA2>SEC31A,+",1
"MINDY2>SEC31A,+",1
"NDUFB7>TBL1XR1,+",1
"EIF1B>YES1,+",1
"NDUFB7>YES1,-",1
"ATP5F1E>YES1,+",1
"NUTF2>MINDY2,+",1
"FCHSD2>TRIP11,-",1
"TBL1XR1>TRIP11,+",1
"ARF1>TRIP11,+",1
"FOS>MFGE8,+",1
"EXOC5>ZNF22,+",1
"APOL3>RALGDS,-",1
"TBL1XR1>RALGDS,+",1
"CD59>ETS1,+",1
"WASF2>UBE2B,+",1
"TBL1XR1>NUDCD1,+",1
"ITGB1BP1>NUDCD1,+",1
"TBL1XR1>EXOC5,-",1
"MINDY2>NUTF2,+",1
"RPS6KA2>UQCRB,+",1
"FOS>UQCRB,+",1
"SEC31A>UQCRB,+",1
"SEC31A>KDM2A,+",1
"ITGB1BP1>MXRA7,+",1
"ARRDC3>RPL31,+",1
"RPS6KA2>SARS,+",1
"APOL3>SARS,+",1
"ABCD4>NUTF2,+",1
"TBL1XR1>EIF1B,-",1
"TBL1XR1>ANKRD12,+",1
"ITGB1BP1>EIF1B,+",1
"APOL3>FBXO21,+",1
"PCMTD1>FBXO21,+",1
"EIF1B>MAP4,+",1
"ZNF22>MAP4,+",1
"ARF1>UBE2E3,+",1
"ITGB1BP1>UBE2E3,+",1
"DHRS3>CTNNB1,+",1
"SARS>CTNNB1,+",1
"HIGD2A>UBE2B,+",1
"SZRD1>FNBP1L,+",1
"JAK1>TSR3,+",1
"SZRD1>TPR,+",1
"CDC37>CD59,+",1
"PICALM>CD59,+",1
"CTNNB1>CD59,+",1
"ARRDC3>MT-ND1,+",1
"SZRD1>PLRG1,+",1
"CD59>NDUFB7,+",1
"TMEM141>LONP2,+",1
"PLRG1>LONP2,+",1
"NDUFB7>LONP2,+",1
"PLRG1>TRIM44,+",1
"ARRDC3>TRIM44,+",1
"NDUFB7>TRIP11,+",1
"PICALM>CTNNB1,+",1
"CD59>CTNNB1,+",1
"MT-ND3>MYL12B,+",1
"MT-ND1>MYL12B,+",1
"CALD1>MYL12B,+",1
"WASF2>MKL2,+",1
"PRPSAP1>MKL2,+",1
"OCIAD1>MKL2,+",1
"WAC>MKL2,+",1
"MT-ND3>CD59,+",1
"B2M>CD59,+",1
"MT-ATP6>MT-CO2,+",1
"MKL2>PRPSAP1,+",1
"CDC37>TPR,+",1
"TPR>THOC2,+",1
"TRIM44>THOC2,+",1
"FAM177A1>DDX46,+",1
"MT-ATP6>DDX46,+",1
"HIGD2A>SERBP1,+",1
"MYO9A>WASF2,+",1
"PRPSAP1>FAM177A1,-",1
"ETS1>PICALM,+",1
"WASF2>PRPSAP1,+",1
"NDUFB7>PPP4R1,+",1
"NDUFB7>PRPSAP1,+",1
"TRIM44>MYO9A,+",1
"CDC37>MYO9A,+",1
"OCIAD1>CALD1,+",1
"TPR>CALD1,+",1
"HIGD2A>CALD1,+",1
"MT-ATP6>MALAT1,+",1
"TPR>PPP4R1,+",1
"DDX46>PPP4R1,+",1
"UQCRB>RPL27A,+",1
"ARRDC3>RPL27A,+",1
"APOL3>FOS,+",1
"MFGE8>FOS,+",1
"MON1B>CDC37,-",1
"FZD4>CDC37,+",1
"HIGD2A>TXNDC17,+",1
"MON1B>TXNDC17,-",1
"NOL4L>LAMTOR1,+",1
"MON1B>LAMTOR1,-",1
"THOC2>UBE2L6,+",1
"EIF4H>UBE2L6,+",1
"MON1B>ERG,-",1
"NASP>RPS4X,+",1
"MYL12B>LAMTOR4,+",1
"MALAT1>TSG101,+",1
"TMEM14C>TXNDC17,+",1
"YES1>TXNDC17,+",1
"MYL12B>LAPTM4A,+",1
"TXNDC17>SNX3,+",1
"TMEM14C>SLC25A5,+",1
"NASP>TMEM14C,+",1
"SF3B6>TMEM14C,+",1
"TXNDC17>UBE2M,+",1
"LRRFIP1>UBE2M,+",1
"SNHG7>HNRNPUL1,+",1
"JAK1>SUMO2,+",1
"AP2B1>PSMB5,+",1
"NOL4L>TRIM69,+",1
"MON1B>TSR3,-",1
"HBP1>HIGD2A,+",1
"TXNDC17>HIGD2A,+",1
"HLA-C>HIGD2A,+",1
"HLA-C>PARK7,+",1
"TMBIM6>CHCHD1,+",1
"SYPL1>CLK4,+",1
"ATF6>CLK4,+",1
"PARK7>CLK4,-",1
"JAK1>TRIM69,+",1
"SNHG7>CD151,+",1
"MON1B>SYPL1,+",1
"CTSB>SYPL1,+",1
"RBMX>C6orf89,+",1
"THOC2>C6orf89,+",1
"UBE2L6>C6orf89,-",1
"CHCHD1>EIF4H,-",1
"TSR3>MON1B,-",1
"JAK1>MON1B,+",1
"THOC2>ENG,+",1
"IFITM2>SRGAP2,+",1
"YES1>SRGAP2,+",1
"TMEM14C>SRGAP2,+",1
"NUTF2>ATP5F1E,+",1
"RASA4>PITPNC1,+",1
"ERLEC1>PITPNC1,+",1
"KANSL1>PITPNC1,+",1
"SUMO2>UBE2E3,+",1
"TSG101>SCAND1,+",1
"TMEM14C>PDLIM5,+",1
"SRGAP2>ERG,+",1
"UBE2E3>ITGA2,+",1
"APOL3>ITGA2,+",1
"NUDCD1>ATP5F1E,-",1
"NASP>TUBA1B,+",1
"ZNF22>ATP5F1E,+",1
"ATP5F1E>ARF1,+",1
"UBE2E3>STRAP,-",1
"WTAP>FCHSD2,+",1
"PCMTD1>FCHSD2,+",1
"ATP5F1E>FCHSD2,+",1
"TBL1XR1>WTAP,+",1
"EIF1B>FOS,+",1
"FBXO21>FOS,+",1
"ATP5F1B>TUBA1B,+",1
"TXNDC17>TUBA1B,+",1
"CALM2>MYL12A,+",1
"PTPRK>ABCD4,+",1
"SDCBP>MYL12A,+",1
"ABCD4>ARL2,-",1
"CALM2>ARL2,+",1
"TMEM14C>CCT7,+",1
"NASP>FAM177A1,+",1
"SZRD1>PTPRK,+",1
"SLC25A5>PTPRK,-",1
"ATP5F1B>TIAM1,+",1
"NASP>TIAM1,+",1
"MT-ND1>ABCD4,+",1
"ERG>CDC37,+",1
"SRGAP2>ABCD4,+",1
"SF3B6>YES1,+",1
"TSG101>KANSL1,+",1
"FAM177A1>RASA4,+",1
"TMEM14C>ATP5F1B,+",1
"PDLIM5>ATP5F1B,+",1
"TMEM14C>SF3B6,+",1
"TXNDC17>ARHGDIA,+",1
"SUMO2>ARHGDIA,+",1
"PCMTD1>PTK2,+",1
"WAC>BCL3,+",1
"RSBN1L>BCL3,-",1
"DPYSL3>CAVIN2,+",1
"RPL10A>EEF2,+",1
"EGLN1>TRIP11,+",1
"TSPAN7>SCAND1,+",1
"SLC38A2>RTF2,+",1
"UBE2E3>RTF2,+",1
"TAX1BP1>RTF2,+",1
"CAVIN2>RTF2,+",1
"DPYSL3>RTF2,+",1
"PIK3C2A>CAMTA1,+",1
"HS3ST1>ZNF22,-",1
"HS3ST1>RPL10A,+",1
"EEF2>RPL10A,+",1
"RPL10A>RPL27A,+",1
"KANSL1>RBM6,+",1
"FBXO21>RBM6,+",1
"SLC38A2>RBM6,+",1
"RBM6>DAZAP1,+",1
"TAX1BP1>RSRP1,+",1
"GON4L>RSRP1,+",1
"SLC38A2>TAX1BP1,+",1
"BTBD7>TAX1BP1,+",1
"RPL10A>MRPS34,+",1
"KANSL1>KDM2A,+",1
"B2M>HLA-E,+",1
"ZNF22>ANAPC13,+",1
"CDC37>SUMO2,+",1
"UQCRB>EEF2,+",1
"VIM>EEF2,+",1
"HLA-B>WTAP,+",1
"PSMA3>RBMX,+",1
"CSTB>NDUFC2,+",1
"LARS>CDC37,+",1
"WTAP>THOC2,-",1
"TMED10>KANSL1,+",1
"RBM6>ANAPC13,+",1
"CAMTA1>SNHG7,+",1
"KDM2A>ANAPC13,+",1
"GON4L>ANAPC13,+",1
"CAVIN2>DPYSL3,+",1
"TSPAN7>FBXO21,+",1
"RBM6>FBXO21,+",1
"TAX1BP1>FBXO21,-",1
"HS3ST1>FBXO21,+",1
"FBXO21>KMT5A,+",1
"KDM2A>KMT5A,+",1
"CAVIN2>UBE2E3,+",1
"UBE2E3>CAVIN2,+",1
"CLEC2B>YWHAB,+",1
"MAP3K3>TIAM1,+",1
"SZRD1>DNASE2,+",1
"PARK7>CSDE1,+",1
"TRIP11>CSDE1,+",1
"PDIA3>CSDE1,+",1
"HSBP1>CSDE1,+",1
"SZRD1>CSDE1,+",1
"DDX5>CSDE1,+",1
"NASP>CSDE1,+",1
"TRIP11>SF3B6,+",1
"PARK7>GHITM,+",1
"DNASE2>GHITM,+",1
