ERG,count
"ATP6V1G1>COX4I1,+",1
"DLGAP4>HDGF,+",1
"HMGN3>HDGF,+",1
"PROCR>SMARCC1,+",1
"MKLN1>NUMA1,+",1
"STRAP>NDUFC2,+",1
"RBMX>C19orf70,+",1
"NDUFC2>C19orf70,+",1
"TPR>PLPP5,+",1
"HDGF>JUN,+",1
"PLCB4>JUN,+",1
"STRAP>C6orf89,-",1
"TPR>C6orf89,-",1
"TMEM245>C6orf89,+",1
"MGP>C6orf89,+",1
"SNRNP200>EIF4H,+",1
"MXRA7>SSR2,+",1
"TMEM245>SSR2,+",1
"POLR2C>MGP,+",1
"NUMA1>MGP,-",1
"KAT6B>ITGA1,+",1
"MED13>ITGA1,+",1
"CLEC1A>ITGA1,+",1
"ERG>MYO6,+",1
"RPS6KA2>ARL2,+",1
"GLRX5>ARL2,+",1
"ATP6V1G1>TPR,+",1
"CALD1>PLCB4,+",1
"SLC40A1>PLCB4,+",1
"TGFB1I1>SLC40A1,-",1
"MKLN1>DPYSL3,-",1
"MXRA7>DPYSL3,+",1
"EBAG9>TMEM245,+",1
"POLR2C>TMEM245,+",1
"RBMX>TMEM245,-",1
"C19orf70>ARL2,+",1
"MT-CO3>ARL2,+",1
"POLR2C>CYB5B,-",1
"ATP6V1G1>CYB5B,+",1
"CTSZ>SLC40A1,+",1
"HDGF>PLCB4,+",1
"MT-CO3>CALD1,+",1
"DPYSL3>NASP,+",1
"ADGRL4>SNRNP200,+",1
"POLR2C>SNRNP200,-",1
"NUMA1>SNRNP200,+",1
"HNRNPUL1>POLR2C,+",1
"CTSZ>POLR2C,+",1
"TMEM245>POLR2C,+",1
"RBMX>POLR2C,+",1
"RPL36>RPL28,+",1
"RPLP1>ARHGEF15,+",1
"HIGD2A>APOL6,+",1
"MAP4>UBE2M,+",1
"ITGB1BP1>WDR45B,+",1
"UHMK1>WDR45B,+",1
"INSR>WDR45B,+",1
"PDCD7>WDR45B,+",1
"RPS15A>INSR,+",1
"WDR45B>GSTO1,+",1
"EEF2>GSTO1,+",1
"ATF6>GSTO1,+",1
"SCARF1>NFE2L2,+",1
"SPCS3>NFE2L2,+",1
"RPS15A>NFE2L2,+",1
"LAMTOR4>ATP5MG,+",1
"UHMK1>BIRC6,+",1
"MGP>BIRC6,+",1
"PSMA7>BIRC6,+",1
"UHMK1>C19orf70,+",1
"ENG>C19orf70,+",1
"PDCD7>C19orf70,+",1
"ATF6>C1orf122,+",1
"STUB1>KHSRP,+",1
"EIF4H>KHSRP,+",1
"RPS15A>HIGD2A,+",1
"ATF6>HIGD2A,+",1
"SF3B6>RTCB,+",1
"CD151>CHURC1,+",1
"CREBZF>NFIC,+",1
"CHURC1>CD151,+",1
"UBALD2>EEF2,+",1
"ZNF148>CD46,+",1
"CD151>ZFHX3,+",1
"CHURC1>UBALD2,+",1
"CREBZF>UBALD2,+",1
"CTNNA1>UBALD2,+",1
"CDC37>ARPC1B,+",1
"UBALD2>NFE2L1,+",1
"UBALD2>ERG,+",1
"WTAP>NFE2L1,+",1
"KRTCAP2>EIF3I,+",1
"TMEM14C>EIF3I,+",1
"CDC37>EIF3I,+",1
"SCARB2>SF3B6,+",1
"CD151>RTCB,+",1
"CD151>SZRD1,+",1
"RPRD2>FGD5,+",1
"ZFHX3>FGD5,+",1
"SLC38A2>KHSRP,+",1
"HK1>KHSRP,+",1
"RPS15A>SON,+",1
"EEF2>CDH5,+",1
"SON>PDCD7,+",1
"LAMTOR2>PDCD7,+",1
"ENG>NASP,+",1
"SCARF1>GPR146,+",1
"ATP5MG>LAMTOR4,+",1
"SF3B6>TPR,+",1
"UHMK1>PSMD8,+",1
"NFE2L2>PSMD8,+",1
"ATP5MG>PSMD8,+",1
"WDR45B>SF3B6,+",1
"MGP>PSMA7,+",1
"UHMK1>ERG,+",1
"EIF3K>MYL12A,+",1
"RPS15A>MYL12A,+",1
"RPS28>SMAD1,+",1
"RPS26>RPL38,+",1
"RPS15A>RPL38,+",1
"MYO6>HM13,+",1
"PRPSAP1>HM13,+",1
"RPS15A>RPL27,+",1
"SPCS3>PDCD7,+",1
"RPS29>EEF2,+",1
"EEF2>SON,+",1
"RPS15A>CCDC85B,+",1
"PDCD7>SON,+",1
"RPS29>RPS15A,+",1
"ENG>SCAND1,+",1
"PDCD7>SCAND1,+",1
"LAMTOR4>SCAND1,+",1
"PSMA7>SCAND1,+",1
"RPS29>RPL27,+",1
"NFE2L2>ATF6,+",1
"TSC22D3>EIF4H,+",1
"ATP5MG>CCDC85B,+",1
"SF3B6>ENG,+",1
"ATF6>SCARF1,+",1
"ENG>PKP4,+",1
"ATP5MG>SLC38A2,+",1
"INSR>NFIB,+",1
"BIRC6>NFIB,+",1
"CDH5>NFIB,+",1
"SPCS3>MGP,+",1
"HIGD2A>MGP,+",1
"PSMA7>MGP,+",1
"KRTCAP2>UBE2M,+",1
"UBALD2>IL33,+",1
"PRPSAP1>GIMAP7,+",1
"ZFHX3>SUN2,+",1
"TMEM141>SYNE2,+",1
"MTPN>SYNE2,+",1
"RNF167>RPRD2,+",1
"PRDX1>RPRD2,+",1
"REPIN1>ATP6V1G1,-",1
"GHITM>HIGD2A,-",1
"NFIA>HIGD2A,+",1
"TMEM14C>HIGD2A,+",1
"RPRD2>TRIM44,+",1
"RPL27>SLC25A5,+",1
"NFIA>TMEM141,+",1
"POLR2C>FAM171A1,+",1
"NFIA>FAM171A1,+",1
"C1orf122>NFIA,+",1
"POLR2C>ARGLU1,+",1
"KHSRP>ARGLU1,+",1
"REPIN1>KANSL1,+",1
"RPRD2>KANSL1,+",1
"RPL10A>C6orf48,+",1
"SLC25A5>PCMTD2,-",1
"TIAM1>PCMTD2,+",1
"C6orf48>PCMTD1,+",1
"KIAA1551>PCMTD1,+",1
"PRDX1>CAVIN2,+",1
"EIF3F>RPLP1,+",1
"CIRBP>UBE2Z,+",1
"PNRC2>PSMB5,+",1
"RNF7>POLR2C,+",1
"CIRBP>POLR2C,+",1
"ATP5MD>POLR2C,+",1
"ZNF131>MXRA7,+",1
"CIRBP>MXRA7,+",1
"IFITM3>MXRA7,+",1
"ANAPC11>HLA-C,+",1
"RPLP1>EIF3F,+",1
"RPRD2>CAVIN2,+",1
"POLR2C>PSMD8,+",1
"NFIA>PSMD8,+",1
"PRDX1>KHSRP,+",1
"NFIA>KHSRP,+",1
"POLR2C>OCIAD1,+",1
"RNF167>OCIAD1,+",1
"NFIA>PRDX1,+",1
"EIF3F>PRDX1,+",1
"TMEM14C>C1orf122,+",1
"C6orf48>PCMTD2,+",1
"KIAA1551>PCMTD2,+",1
"RPL10A>PCMTD2,+",1
"IL33>BNIP3L,+",1
"RTCB>RALBP1,+",1
"TMBIM1>RALBP1,+",1
"UBALD2>RALBP1,+",1
"RPRD2>PCMTD2,+",1
"ZNF22>PCMTD2,-",1
"NFIC>PCMTD2,+",1
"NDUFB7>RPA2,+",1
"CD151>RPA2,+",1
"SZRD1>BNIP3L,+",1
"CDC37>VPS37B,+",1
"SUN2>KRTCAP2,+",1
"KRTCAP2>TPR,+",1
"NDUFB7>KIF5B,+",1
"ZFHX3>KIF5B,+",1
"NDUFB7>CDC37,+",1
"NFIC>ANKRD12,+",1
"CHURC1>ANKRD12,+",1
"CHURC1>TIAM1,+",1
"ZNF22>TIAM1,+",1
"ANKRD12>SUN2,-",1
"IL33>RALBP1,+",1
"WTAP>KRTCAP2,+",1
"NFIA>GHITM,+",1
"CREBZF>EIF4B,+",1
"GHITM>BAG5,+",1
"NFIA>MTPN,+",1
"UBE2E3>MTPN,+",1
"C1orf122>MTPN,+",1
"HIGD2A>LONP2,+",1
"PLRG1>CD151,-",1
"C1orf122>CD151,+",1
"TIAM1>TMEM14C,+",1
"KHSRP>ERG,+",1
"RPRD2>EIF4B,+",1
"CREBZF>LIMS2,-",1
"ANKRD12>EIF4B,+",1
"COPS6>TRIP11,-",1
"UBALD2>TRIP11,+",1
"CD151>ATP6V0E1,+",1
"UBALD2>CTNNA1,+",1
"CDC37>CTNNA1,+",1
"RPRD2>MCRIP1,+",1
"CDC37>MAP4,+",1
"SCARB2>LIMS2,-",1
"HLA-A>SPARCL1,+",1
"PAPOLA>NOL7,+",1
"TMEM14C>TRIM47,+",1
"NEDD8>COX7B,+",1
"VEZF1>DCHS1,+",1
"FAM171A1>DCHS1,+",1
"UGCG>PTPRK,+",1
"MAPK1>PTPRK,+",1
"HSBP1>DDX23,+",1
"MAPK1>DDX23,+",1
"COPS8>PSMA5,+",1
"RNF5>DYNC1H1,+",1
"BIRC2>DYNC1H1,+",1
"MAPK1>EEF2,+",1
"SPCS3>ARRDC3,+",1
"PTPRK>MAPK1,+",1
"SLC38A2>COPS8,+",1
"DCHS1>COPS8,+",1
"TTC3>WTAP,+",1
"POLR2C>KANSL1,+",1
"VEZF1>KANSL1,+",1
"FAM171A1>FAM177A1,+",1
"SPCS3>FAM177A1,+",1
"TTC3>FNBP1L,+",1
"FAM171A1>YES1,+",1
"SPCS3>UGCG,+",1
"BRAF>MALAT1,+",1
"SPCS3>MALAT1,+",1
"ANKRD12>RNF5,+",1
"TMEM141>SF3B6,+",1
"RPL10A>UQCRH,+",1
"DCHS1>MED13L,+",1
"BRD7>MED13L,+",1
"RNF5>SPCS3,+",1
"VEZF1>SPCS3,+",1
"MAPK1>SERBP1,+",1
"RNF5>SERBP1,+",1
"IFNGR1>SERBP1,-",1
"COPS8>TBL1XR1,+",1
"RNF5>ANKRD12,+",1
"FNBP1L>SLC38A2,+",1
"TBL1XR1>KMT2A,+",1
"PSMA5>KMT2A,+",1
"SPCS3>IL33,+",1
"RNF167>BRD7,+",1
"FNBP1L>BRD7,-",1
"RNF5>BRD7,+",1
"SPCS3>PKN2,+",1
"FAM171A1>ANKRD12,+",1
"RNF5>HSBP1,+",1
"IL33>HSBP1,+",1
"ARRDC3>FGD5,+",1
"DDX46>DAZAP1,+",1
"JAK1>RPS28,+",1
"SLC25A36>FAM171A1,+",1
"DDX46>FAM171A1,+",1
"NME4>CDC37,+",1
"RAB13>ECSCR,+",1
"CNBP>ECSCR,+",1
"SLC25A36>DAZAP1,+",1
"FAM171A1>DAZAP1,+",1
"HMGN2>DAZAP1,+",1
"JAK1>SLC25A36,+",1
"ZFHX3>SYPL1,+",1
"CNBP>SLC25A36,+",1
"UBE2E3>SLC25A36,+",1
"CALM2>SLC25A36,+",1
"DHX9>SLC38A2,+",1
"TXNDC12>SLC38A2,+",1
"JAK1>DDX46,+",1
"UFC1>DDX46,+",1
"UFC1>MAML2,+",1
"SLC38A2>TSC22D3,+",1
"CNBP>SYPL1,+",1
"UFC1>PCMTD2,+",1
"COPS8>FGD5,+",1
"CNBP>DPYSL3,+",1
"BRAF>UBE2E3,+",1
"RNF5>PCMTD1,+",1
"BIRC2>ERG,+",1
"ATRAID>PIK3C2A,+",1
"RAB13>ZFHX3,+",1
"DPYSL3>ZFHX3,+",1
"JAK1>ZFHX3,+",1
"RAB13>HMGN2,+",1
"SYPL1>HMGN2,+",1
"JAK1>YWHAB,+",1
"ZFHX3>PCMTD2,+",1
"ZFHX3>CD151,+",1
"PRPSAP1>UBE2E3,+",1
"ARPC1A>HOXD8,+",1
"UBE2E3>EHD4,+",1
"JAK1>EHD4,+",1
"CISD1>EHD4,+",1
"DPYSL3>CNBP,+",1
"CNBP>PCMTD2,+",1
"SLC38A2>PCMTD2,+",1
"FNBP1L>SF3B6,+",1
"NDUFA8>PSMA3,+",1
"PRPSAP1>NOL7,-",1
"ARL2>UBE2G2,+",1
"RPL41>RPS26,+",1
"MYO6>TSR2,+",1
"HM13>TSR2,+",1
"JTB>TSR2,+",1
"HM13>EIF3K,+",1
"UBE2Z>MPDZ,-",1
"HM13>MPDZ,-",1
"SPARCL1>MPDZ,+",1
"PRPSAP1>MPDZ,+",1
"EIF3K>MYO6,+",1
"RPS15A>SERBP1,+",1
"RPS24>SERBP1,+",1
"HM13>PRPSAP1,+",1
"SPARCL1>TSPAN7,+",1
"JTB>TIAM1,+",1
"RPL41>TIAM1,+",1
"UFD1>RBMX,+",1
"SMAD1>RBMX,+",1
"ACP1>S100A13,+",1
"DAZAP1>S100A13,+",1
"RPL41>HLA-C,+",1
"UFD1>FAAP20,+",1
"ACP1>UBE2Z,+",1
"DAZAP1>SYPL1,+",1
"MCRIP1>JTB,+",1
"KLHL5>ITGB1BP1,+",1
"FAAP20>ITGB1BP1,+",1
"UBE2Z>POLR2C,+",1
"MYL12A>FKBP1A,+",1
"RPS28>FKBP1A,+",1
"EIF3K>ECHS1,+",1
"MYO6>PAPOLA,+",1
"FAAP20>MGP,+",1
"MYO6>MCRIP1,+",1
"MYO6>JTB,+",1
"SMAD1>SYPL1,+",1
"EIF3K>JTB,+",1
"ITGB1BP1>KLHL5,+",1
"MCRIP1>ARPC1A,+",1
"RPS28>ARPC1A,+",1
"RPS28>HLA-B,+",1
"RPS24>RPS15A,+",1
"RPS15A>PURA,+",1
"RPL27>SYPL1,+",1
"HLA-A>SYPL1,+",1
"RPL41>DAZAP1,+",1
"SYPL1>ERG,+",1
"SPCS3>LPP,+",1
"TTC1>TMEM141,+",1
"USP14>CCDC47,+",1
"RPL3>CCDC47,+",1
"RPL3>PFDN5,+",1
"RPL10A>BCL3,+",1
"UBC>BCL3,+",1
"ARL2>TRAPPC2L,+",1
"FNBP1L>SPCS3,+",1
"TMEM141>CMPK1,+",1
"MAP3K3>CMPK1,+",1
"NEDD8>ARL2,+",1
"RPS15A>RPS6,+",1
"MAP3K3>ARL2,+",1
"NAPA>NDUFA8,+",1
"HSP90AB1>NDUFA8,+",1
"CAPZA2>NAPA,+",1
"ARL2>MAP3K3,+",1
"TTC1>CFAP36,+",1
"TMEM141>UBE2G2,+",1
"MAP3K3>UBE2G2,+",1
"CMPK1>UBE2G2,+",1
"RPS15A>RPS21,+",1
"SF3B6>FNBP1L,+",1
"TMEM141>LPP,+",1
"TTC1>ANP32B,+",1
"USP14>LPP,+",1
"PFDN5>RPL3,+",1
"MAP3K3>TTC1,+",1
"NEDD8>ATP5F1E,+",1
"MAP3K3>ATP5F1E,+",1
"RPS15A>RPL21,+",1
"ATP5F1E>USP14,+",1
"NEDD8>USP14,+",1
"PSMD8>ANP32B,+",1
"RPS15A>ANP32B,+",1
"TMEM141>FNBP1L,-",1
"NEDD8>ANP32B,+",1
"MYL12B>ATP5PO,+",1
"NDUFA8>ATP5PO,+",1
"TMEM141>ARF1,+",1
"USP14>ARF1,+",1
"UBC>RPS15A,+",1
"RPS21>RPS15A,+",1
"ARL2>PSMD7,+",1
"ATP5F1E>PSMD7,+",1
"PRPSAP1>UBE2Z,+",1
"PSMD8>TRIM47,+",1
"B2M>RPL6,+",1
"RPL27>CLEC14A,+",1
"PLRG1>COX5A,+",1
"SLC25A36>COX5A,+",1
"SCAND1>COX5A,+",1
"TCF25>CDC37,+",1
"SERBP1>CDC37,+",1
"CDC37>PLD3,+",1
"TPR>PLD3,+",1
"PSMA7>FAM129B,+",1
"ENO1>FAM129B,+",1
"DDX24>MBNL1,+",1
"PLVAP>NASP,+",1
"ASH1L>APP,+",1
"ASH1L>AHNAK,+",1
"PLVAP>MXD4,+",1
"RBMX>MXD4,+",1
"YES1>MXD4,+",1
"TCF25>NONO,+",1
"SLC25A36>PRPSAP1,+",1
"ENO1>PSMA7,+",1
"MXD4>PLVAP,+",1
"CTSC>PLVAP,+",1
"TCF25>XRCC6,+",1
"PLD3>XRCC6,-",1
"ASH1L>RLIM,+",1
"PSMD8>PCMTD1,+",1
"ENG>PSMC1,+",1
"UBA52>PSMC1,+",1
"ARRDC3>PSMD8,+",1
"RPLP1>DDX5,+",1
"MYH9>DDX5,+",1
"MT-CO3>MT-CO1,+",1
"MT-CO3>SON,+",1
"PDCD2>EBAG9,+",1
"PDCD2>PCMTD1,+",1
"PLEKHA3>PCMTD1,+",1
"SCAND1>RLIM,-",1
"CCDC85B>PSMB5,+",1
"COPS6>KANSL1,+",1
"BORCS7>ERG,+",1
"PLD3>RBM26,+",1
"CAMLG>RBM26,-",1
"LRRC8C>HDAC7,+",1
"ASH1L>CTSC,+",1
"UBE2Z>CTSC,+",1
"RPS28>PICALM,-",1
"MXD4>JCAD,+",1
"CYB5R1>PLRG1,+",1
"RPS24>PLRG1,+",1
"HLA-C>CENPC,+",1
"SSR2>STOML2,+",1
"ATP6V0E1>SDHD,+",1
"RPS20>RPS26,+",1
"RPS20>RPL10A,+",1
"DNM3>CHURC1,+",1
"FAM89A>CHURC1,+",1
"ELF2>CHURC1,+",1
"STOML2>SSR2,+",1
"RPS26>CENPC,+",1
"GALNT1>PLPP5,+",1
"CTSC>TRIM44,+",1
"DNM3>PLPP5,+",1
"ALDH9A1>PLPP5,+",1
"TXNDC12>PLPP5,+",1
"DNM3>ALDH9A1,+",1
"CALD1>ALDH9A1,+",1
"ATP6V0E1>EIF3M,+",1
"RPS20>EIF3M,+",1
"ALDH9A1>EIF3M,+",1
"RPL10A>EIF3M,+",1
"DNM3>STOML2,+",1
"PLD3>KMT2E,+",1
"CTSC>UBE2Z,+",1
"HDAC7>LRRC8C,+",1
"PDLIM5>UBE2Z,+",1
"RPS24>MT-CO2,+",1
"CYB5R1>DPYSL3,+",1
"DDX24>DPYSL3,+",1
"MXD4>YES1,+",1
"NONO>YES1,+",1
"PLD3>YES1,+",1
"SLC25A36>LRRC8C,+",1
"PDLIM5>LRRC8C,+",1
"TRIP11>TCF25,+",1
"ENO1>CYB5R1,+",1
"SCAND1>TCF25,+",1
"FAM129B>SCAND1,+",1
"COX5A>SCAND1,+",1
"RLIM>KANSL1,+",1
"TRIM44>DDX24,+",1
"RPS24>UBR5,+",1
"PLRG1>RBMX,+",1
"YES1>RBMX,+",1
"PSMA7>GIMAP7,+",1
"PSMD8>PSMC1,+",1
"UBA52>CLEC14A,+",1
"STOML2>HLA-DQA2,-",1
"SLC38A2>NDUFS8,+",1
"SARS>S100A13,+",1
"RPS16>RPS5,+",1
"RPL36>RPS26,+",1
"HOXD8>SRP9,+",1
"ITFG1>UBE2G2,+",1
"CDC37>UBE2G2,+",1
"RPL6>UBE2G2,+",1
"GPR146>UQCRH,+",1
"RPS28>UQCRH,+",1
"S100A13>CCT7,+",1
"CCT7>EIF4G2,+",1
"APOL6>WDR45B,+",1
"CPQ>MFGE8,+",1
"GPR146>ATXN2,-",1
"CCT7>ATXN2,+",1
"CDC37>MGP,+",1
"SRP9>PSMA7,+",1
"B2M>PSMA7,+",1
"CDC37>NDFIP1,+",1
"BAZ2B>NDFIP1,+",1
"MYL12B>LSM2,+",1
"GPR146>CPQ,+",1
"ATXN2>CPQ,+",1
"BAZ2B>PCMTD1,+",1
"S100A13>UBA6,+",1
"HOXD8>CNOT7,+",1
"APOL6>HIGD2A,+",1
"ATXN2>HIGD2A,+",1
"RPS26>HIGD2A,+",1
"APOL6>PRDX1,+",1
"CPQ>PRDX1,+",1
"LSM2>BRI3,+",1
"RPS16>BAZ2B,+",1
"GPR146>HSF1,+",1
"APOL6>UBA6,-",1
"RPS26>WTAP,+",1
"ATXN2>UBA6,+",1
"CDC37>GPR146,+",1
"CPQ>GPR146,+",1
"LSM2>GPR146,+",1
"S100A13>RPL27,+",1
"RPL6>MRPL22,+",1
"ITFG1>SNAPIN,-",1
"C1orf122>SNAPIN,+",1
"ATXN2>SNAPIN,+",1
"GPR146>LSM2,+",1
"RPL36>EEF2,+",1
"B2M>ATP6V0E1,+",1
"PLEKHA3>PDCD2,+",1
"MRPL20>PRDX1,+",1
"RPLP1>SRSF9,+",1
"STK25>SLC38A2,+",1
"UBA52>MYH9,+",1
"COPS6>MYH9,+",1
"ENG>MYH9,+",1
"PRRC2C>MYH9,+",1
"PLEKHA3>MYH9,+",1
"MRPL20>PDCD2,+",1
"MRPL20>UQCRB,+",1
"BORCS7>PDIA6,+",1
"COPS6>TMEM141,+",1
"SEC31A>TMEM141,+",1
"BORCS7>TMEM141,+",1
"PRDX1>TMEM141,+",1
"COPS6>ENG,+",1
"MYL12B>ENG,+",1
"PSMD8>ENG,+",1
"PRRC2C>NDUFS8,+",1
"RPLP1>NDUFS8,+",1
"STK25>PDIA6,+",1
"SRSF9>PDIA6,+",1
"RBMX>ERG,+",1
"UBA52>RPLP1,+",1
"PLPP5>ALDH2,+",1
"PRDX1>ARHGEF15,+",1
"RPLP1>ITGB1,+",1
"RPLP1>UBA52,+",1
"RPL27>MED13,+",1
"NDUFS8>PRRC2C,+",1
"MT-CO3>PRRC2C,+",1
"PLEKHA3>SEC31A,+",1
"PSMD8>RAC1,+",1
"ENG>TNFRSF1A,+",1
"ENG>COPS6,+",1
"RPLP1>TNFRSF1A,+",1
"PRRC2C>TNFRSF1A,+",1
"ITGB1>TNFRSF1A,+",1
"UBA52>DPYSL3,-",1
"PDCD2>PLEKHA3,+",1
"CCDC85B>PLEKHA3,+",1
"NDUFS8>PLEKHA3,+",1
"MT-CO1>COPS6,+",1
"PLEKHA3>COPS6,+",1
"PSMA3>EIF3M,+",1
"RPL10A>HLA-DQA2,+",1
"HOXD8>TRIM47,+",1
"RSRP1>RPL31,+",1
"NUDCD1>TNFRSF1B,+",1
"RPS24>RPS27L,+",1
"ATP5MD>MYL12B,+",1
"ATRAID>LGALS3,+",1
"ARGLU1>LGALS3,+",1
"DDB1>LGALS3,+",1
"RPS28>LGALS3,+",1
"RPS28>TSC22D2,+",1
"RPS27L>ARPC1A,+",1
"DDB1>ADD1,+",1
"FN1>ADD1,+",1
"MBD2>FN1,-",1
"RPS24>FN1,+",1
"TMEM14C>EIF4H,+",1
"ADD1>LEPR,+",1
"SERBP1>LEPR,+",1
"EIF4B>RAC1,+",1
"DDB1>NFIC,+",1
"NUDCD1>FCHSD2,+",1
"LEPR>FCHSD2,+",1
"RAC1>FCHSD2,+",1
"ERG>NUDCD1,+",1
"C1GALT1C1>NUDCD1,-",1
"MBD2>RPL27,+",1
"EEF2>DDB1,+",1
"TPR>RAPGEF3,+",1
"ADGRL4>PROCR,+",1
"RSRP1>KHSRP,+",1
"HIGD2A>KHSRP,+",1
"SUMO2>ANXA2,+",1
"RPS24>RPL7A,+",1
"ATP5MD>SERBP1,+",1
"ADD1>DDB1,+",1
"CASC4>DDB1,+",1
"RPS24>ATRAID,+",1
"ATRAID>SDCBP,+",1
"SIVA1>CASC4,+",1
"TMEM14C>CASC4,+",1
"FN1>ARGLU1,+",1
"DDB1>MBD2,+",1
"MBD2>BRD7,+",1
"MTPN>BRD7,+",1
"RPS24>RPL7,+",1
"RPS28>HOXD8,+",1
"TMEM14C>HOXD8,+",1
"ERG>SIVA1,+",1
"TNFRSF1B>C1GALT1C1,+",1
"DDB1>C1GALT1C1,+",1
"PRPSAP1>MED13,+",1
"PSMD8>ARPC3,+",1
"SUCLG1>PNRC2,-",1
"RAB13>PNRC2,+",1
"TRIM47>NDUFB7,+",1
"PNRC2>SUCLG1,-",1
"KANSL1>SUCLG1,+",1
"PNRC2>KANSL1,+",1
"MXRA7>ZNF131,+",1
"BTF3>ZNF131,+",1
"MED13>CAVIN2,+",1
"TMEM14C>CD151,+",1
"BTF3>UBA52,+",1
"BTF3>PCBP1,+",1
"PRPSAP1>TMEM14C,+",1
"MT-ATP6>NASP,+",1
"MT-CO2>TMEM141,+",1
"TRIM47>TMEM141,+",1
"UBA52>PSMD8,+",1
"TMEM141>BORCS7,+",1
"ATP5MD>BORCS7,+",1
"ANAPC11>CD151,+",1
"POLR2C>RNF7,+",1
"DDB1>CAVIN1,+",1
"SUCLG1>ADGRL4,+",1
"CASC4>RICTOR,+",1
"MBD2>CALD1,+",1
"BTF3>ANAPC11,+",1
"PRPSAP1>RAB13,+",1
"NASP>RAB13,+",1
"PSMB5>RAB13,+",1
"UBA52>BTF3,+",1
"TMEM14C>TCF4,+",1
"MED13>TCF4,+",1
"PRPSAP1>HOXD8,+",1
"PSMD8>RNF7,+",1
"TRIM47>HOXD8,+",1
"UBA52>ARL6IP4,+",1
"RAB13>CCT7,+",1
"UBA52>CCT7,+",1
"KANSL1>CCT7,+",1
"MT-CO2>CCT7,+",1
"RAB13>HMGB1,+",1
"IFITM3>HMGB1,+",1
"ADGRL4>EDF1,+",1
"CFAP20>RPL31,+",1
"EIF1B>TACC1,+",1
"ATP6V0E1>ELF2,+",1
"ENSA>PDLIM5,+",1
"STOML2>ITGB1BP1,+",1
"RPL10A>SERPING1,+",1
"PSMA3>SERPING1,+",1
"GALNT1>CALD1,+",1
"DNM3>CCDC25,+",1
"STOML2>TMEM14C,+",1
"ELF2>TMEM14C,+",1
"PLPP5>ANAPC11,-",1
"ITGB1BP1>TRIM38,+",1
"RPS26>NDUFA2,+",1
"ANAPC11>WDR45B,+",1
"CCDC25>WDR45B,+",1
"GALNT1>KANSL1,+",1
"RPL10A>KANSL1,+",1
"SDHD>TIAM1,+",1
"EIF3M>FAM89A,+",1
"VAPA>FAM177A1,+",1
"RNF187>FAM177A1,-",1
"ACVRL1>TPR,+",1
"TMEM141>RSRP1,+",1
"EIF1B>RSRP1,+",1
"ATP6V1G1>ITGB1BP1,+",1
"DNM3>ITGB1BP1,-",1
"STOML2>NUB1,+",1
"ELF2>PDLIM5,+",1
"ERG>ELF2,+",1
"PSMA3>ELF2,+",1
"CALD1>ATP6V0E1,+",1
"ADSS>ATP6V0E1,-",1
"DNM3>ATP6V0E1,+",1
"SDHD>ATP6V0E1,+",1
"CALD1>PDLIM5,+",1
"TXNDC12>PDLIM5,+",1
"SDHD>PDLIM5,+",1
"TXNDC12>DNM3,+",1
"RPL10A>RPS20,+",1
"SERPING1>MYL12A,+",1
"SDHD>CLEC1A,+",1
"ATP6V1G1>SON,+",1
"GALNT1>ADGRL4,+",1
"STOML2>ADGRL4,+",1
"ELF2>CD74,+",1
"RPL10A>CD74,+",1
"TMEM14C>RSRC2,+",1
"CALD1>GALNT1,+",1
"YES1>RSRP1,+",1
"KHSRP>RSRP1,+",1
"POLR2J>RSRP1,+",1
"KHSRP>HIGD2A,+",1
"CFAP20>EIF4H,+",1
"TMEM141>MATN2,+",1
"POLR2J>MATN2,+",1
"TACC1>MATN2,+",1
"RNF187>MATN2,-",1
"RNF187>GGNBP2,+",1
"TPR>GGNBP2,+",1
"VAPA>HIGD2A,+",1
"TRIP10>HIGD2A,+",1
"TMEM14B>PDAP1,+",1
"PDAP1>TMEM14B,+",1
"PROCR>SUN2,+",1
"POLR2J>SUN2,+",1
"ARRDC3>SUN2,+",1
"PROCR>ENG,+",1
"CRK>POLR2J,-",1
"EIF1B>POLR2J,+",1
"UBE2M>ZNF22,+",1
"YES1>ZNF22,+",1
"EIF1B>PDLIM5,+",1
"MATN2>LYPLA1,+",1
"ENG>TMEM14B,-",1
"RSRP1>FGFR1,+",1
"FIS1>EIF1B,+",1
"TRIP10>HSPA1B,+",1
"YES1>ADGRL4,+",1
"YES1>FIS1,+",1
"FIS1>RNF187,+",1
"KHSRP>RNF187,+",1
"TRIP10>UQCRB,+",1
"B2M>UQCRB,+",1
"ENG>UQCRB,+",1
"MATN2>CTNND1,+",1
"POLR2J>EIF1B,+",1
"RAPGEF3>TMEM14B,-",1
"YES1>CRK,+",1
"POLR2J>CRK,-",1
"PROCR>CFAP20,+",1
"ZNF22>UBE2M,+",1
"VAPA>NUMA1,+",1
"PDAP1>YES1,+",1
"KHSRP>ENSA,+",1
"HSPA1B>ENSA,+",1
"TRIP10>ENSA,+",1
"GIPC2>ERG,+",1
"YWHAB>DCHS1,+",1
"GON4L>NASP,+",1
"CASD1>CD151,+",1
"RPL39>PRPSAP1,+",1
"RPL37>CMPK1,+",1
"RPS28>RPS5,+",1
"CD46>ARL2,+",1
"PHACTR4>SLK,+",1
"NFIC>SLK,+",1
"RPL39>RPS21,+",1
"RPS28>MALAT1,+",1
